id,age,gender,lnincm,lnfincm,isco08,manage,dwtype,tizhi,party,hukou,wide,nwtop,edu,listening,speaking,book,newsp,eread,isei08,siops08,ht,wt,rd1,rd2,rd3
8606,40,0,9.0281391,9.7212257,2200,3,2,1,0,1,8,85,16,3,3,.25,.05479452,5,76.980003,69.029999,162,105,.18405715,1.6505244,7.3523211
13734,38,0,3.9318256,5.1219778,9210,3,11,0,0,0,0,0,0,1,1,0,0,0,11.74,22.16,150,90,.82649148,1.1661867,6.9629436
13015,65,0,7.1316986,7.1316986,3359,3,2,1,0,1,6,85,12,2,1,0,0,1,64.400002,54.639999,155,150,.42367983,1.7072898,8.8250046
261,29,1,7.8244457,9.7212257,5414,3,2,1,0,0,2,43,9,1,1,0,.02739726,6,23.799999,27.889999,170,120,.41643316,1.7566272,3.6934798
6250,33,1,8.3351116,9.7212257,5221,3,9,0,0,1,4,69,16,2,2,.66666669,.0082191778,2,35.34,48,175,110,.73668396,1.841481,1.0816042
12867,52,0,0,7.4191809,9200,3,12,0,0,0,3,69,9,1,1,0,0,0,11.87,22.280001,160,110,.40175599,1.2804744,9.7998447
5936,26,1,8.1120281,9.7212257,1113,2,5,0,1,0,10,85,14,3,3,.33333334,0,1,64.980003,42,170,144,.60001981,1.808887,2.9978993
6005,55,0,0,8.1120281,7530,3,6,0,0,0,0,0,0,1,1,0,0,0,22.030001,32.23,160,120,.23108315,1.7913778,2.596601
9411,87,1,0,7.8244457,9200,3,12,0,0,0,4,85,0,1,1,0,0,0,11.87,22.280001,171,120,.71763295,1.3519671,.33529547
7430,47,1,8.1120281,8.5173931,7231,3,9,0,0,1,5,69,14,1,1,0,.82191783,2,30.780001,44,160,100,.86934483,1.7744066,2.6884708
8464,48,0,9.7212257,10.637481,2430,2,3,1,1,1,8,85,18,3,4,.66666669,.1369863,2,73.910004,50.09,163,110,.32843873,1.29653,.4406116
2713,47,1,7.1316986,7.1316986,5221,1,9,0,0,0,2,69,12,2,3,.33333334,.01369863,.66666669,35.34,48,155,130,.032572668,1.2155793,5.8187242
13129,45,1,8.3351116,8.3351116,5221,3,9,0,0,1,8,69,9,2,2,0,0,5,35.34,48,168,120,.2993834,1.7714477,9.1018276
3449,68,1,6.0346837,6.0346837,9200,3,12,0,0,0,2,40,6,1,1,0,0,0,11.87,22.280001,160,100,.53467119,1.6705376,4.2394633
3648,68,0,7.4191809,7.4191809,5221,3,9,0,0,1,6,85,9,2,2,0,0,0,35.34,48,156,95,.63669735,1.2685304,5.1234717
8816,47,0,7.8244457,9.0281391,5223,3,6,0,0,0,6,85,9,1,1,0,0,2.5,28.48,42.779999,164,115,.083600231,1.3507137,.13441718
11903,44,0,8.2943001,9.7212257,2221,3,3,1,1,1,6,85,14,3,3,.16666667,1,3,68.699997,54.049999,155,130,.57947183,1.4469211,2.5910423
12034,52,1,6.7266331,6.7266331,9210,3,11,0,0,0,1,34,9,1,1,0,0,1.6666666,11.74,22.16,167,128,.93906087,1.5330832,3.5119612
13198,52,1,7.4191809,8.1120281,7530,3,9,0,0,0,0,0,9,1,1,0,0,0,22.030001,32.23,168,144,.70075941,1.297801,3.3910794
4926,72,0,8.2943001,9.2104406,1120,2,3,1,1,1,6,50,14,2,2,.25,.010958904,0,70.339996,64.510002,148,112,.7112686,1.0643208,3.0469103
8080,70,1,0,9.1234379,3323,3,3,1,0,0,3,40,0,1,1,0,0,0,56.349998,48.860001,166,130,.64887291,1.8714049,3.0967157
4091,65,1,6.4393506,7.1316986,9200,3,12,0,0,0,1,50,0,1,1,0,0,0,11.87,22.280001,165,118,.98846376,1.0503032,6.0893497
11161,35,0,9.9443579,10.819798,1120,1,9,0,0,1,5,85,14,2,2,1.6666666,0,2,70.339996,64.510002,162,115,.86268127,1.3854665,5.7585707
9154,74,1,8.0067005,8.0067005,1120,1,1,1,1,1,1,69,12,1,1,0,0,0,70.339996,64.510002,167,120,.96439934,1.9696048,.34889591
6484,43,1,8.5173931,8.5173931,7126,2,3,1,0,1,5,69,9,1,1,0,0,3,29.16,34.009998,172,176,.53551543,1.5695232,8.6445303
4624,60,0,8.0067005,8.8773355,5230,3,3,1,0,1,2,50,9,1,1,0,.05479452,0,30.9,32.16,165,120,.057733893,1.2468565,2.8928931
84,71,1,8.2943001,8.2943001,5223,2,3,1,0,1,0,0,9,1,1,.5,1,0,28.48,42.779999,166,168,.59397823,1.4688911,1.9397213
13120,18,1,8.3351116,9.4335642,5169,3,6,0,0,1,0,0,9,1,1,.25,.02739726,.33333334,32.75,22.9,170,120,.21841003,1.8840773,8.406599
668,24,0,8.1120281,8.8050251,4110,3,4,1,0,0,4,69,16,3,3,.83333331,0,4,43.330002,42.09,158,96,.30562562,1.247676,6.0943537
6195,50,0,7.6966672,8.8050251,5245,3,3,1,0,0,5,69,9,1,1,0,0,2,39.040001,25,163,130,.31039202,1.0104176,9.2473745
6751,67,1,0,9.7212257,9000,3,9,0,0,0,0,0,0,1,1,0,0,0,16.5,20.76,168,160,.63662791,1.7203661,5.4530187
114,73,0,7.8244457,7.8244457,5131,3,4,1,1,1,3,69,9,1,1,0,1,0,25.040001,21.67,150,102,.17953202,1.4921831,6.3063731
13043,33,1,7.5588646,7.5588646,8332,3,9,0,0,0,8,85,9,1,1,0,0,0,25.950001,33,160,102,.50899744,1.0959146,8.7937241
11399,36,1,8.6996813,9.392745,4211,3,3,1,0,1,10,85,16,3,3,.83333331,.02739726,.5,48.099998,40.279999,173,130,.27908432,1.2094774,7.6411729
11619,37,0,9.0281391,9.7212257,2342,1,9,0,0,1,2,43,14,1,1,1.25,.82191783,0,58.77,49,161,138,.88293129,1.8968939,3.0752962
2137,76,0,8.0394802,8.9873219,7132,2,4,1,0,1,0,0,6,1,1,16.666666,1,0,24.49,29,160,98,.69917357,1.9055059,8.1503477
6026,61,1,0,8.0067005,5120,3,9,0,0,1,7,69,9,1,1,0,0,2,24.530001,30.98,160,150,.51569146,1.2461883,3.8190155
10562,49,0,6.7266331,6.7266331,5221,3,9,0,0,0,6,85,9,1,2,0,0,0,35.34,48,152,100,.28379443,1.6837126,6.3511443
11633,51,1,6.7266331,6.7266331,9311,3,3,1,0,0,2,40,0,1,1,0,.02739726,0,15.35,18.02,158,113,.56804377,1.4182231,3.7990811
10326,37,1,7.8244457,8.3351116,5221,3,9,0,0,1,9,85,9,2,2,16.666666,1,12,35.34,48,175,160,.94996691,1.787259,3.1737783
13347,60,1,7.1316986,7.1316986,9613,3,1,1,0,0,2,50,9,1,1,0,0,0,13.87,13,168,170,.43629357,1.8554268,.95461071
6233,54,0,0,8.2297773,9200,3,12,0,0,1,3,69,6,1,1,0,0,0,11.87,22.280001,155,107,.80060101,1.0934881,6.8695149
9462,70,1,7.4191809,8.3351116,7231,3,9,0,0,0,1,16,6,1,1,0,0,0,30.780001,44,170,135,.55727309,1.4368109,.047052644
8332,31,1,8.5173931,9.3645763,2641,2,6,0,0,1,5,69,16,4,3,2.9166667,.41095892,7.5,72.830002,56.919998,177,140,.26988563,1.1699127,6.6025019
11059,30,1,8.0067005,8.5173931,3334,1,2,1,0,1,10,85,16,3,3,0,0,.5,62.389999,49,172,120,.88882059,1.6639885,.45359254
14502,57,1,6.7266331,8.3351116,9210,3,11,0,1,0,10,85,14,1,1,0,.13150685,.16666667,11.74,22.16,170,164,.98634565,1.0750875,3.1334224
9250,54,1,6.0346837,6.7266331,9611,3,9,0,0,0,0,0,6,1,1,0,0,0,14.39,13,165,115,.092958003,1.9024407,8.678771
8880,25,0,7.8244457,9.0281391,3321,2,3,1,0,1,8,85,16,4,4,1.6666666,0,3,60.290001,46,166,108,.89269966,1.7438178,1.6389329
10943,66,0,0,8.6715155,2222,3,5,0,0,0,2,69,9,1,1,1,0,3,68.699997,46,160,112,.64730179,1.5091426,8.650362
8200,45,1,9.0281391,9.2104406,7222,3,3,1,0,1,5,69,12,2,2,.083333336,1,6,33.16,39.959999,175,150,.21790753,1.4804432,.5269655
5435,68,1,8.5173931,9.0281391,3412,3,8,0,1,1,3,85,14,2,2,.25,1,1,52.720001,49,174,140,.21819007,1.8741114,7.7048717
8455,55,1,6.9087548,6.9087548,5419,3,6,0,0,0,5,85,9,1,1,.16666667,1,0,33.830002,33.709999,168,140,.98899072,1.983915,9.2132149
8381,61,1,6.7266331,6.7266331,9622,3,9,0,0,0,8,69,6,1,1,0,0,0,27.91,22.879999,170,140,.6728068,1.2853225,7.3668551
13792,75,0,0,6.0346837,9200,3,12,0,0,0,0,0,6,2,2,0,0,0,11.87,22.280001,155,130,.38284177,1.107098,8.7667198
13480,32,0,7.8244457,8.3351116,7510,3,6,0,0,0,9,69,9,1,1,0,0,1,23.459999,30.110001,157,112,.29488871,1.6514062,6.6121588
13684,49,1,6.7266331,6.9087548,7420,3,6,0,0,0,1,34,6,1,1,0,0,0,41.68,40.689999,160,102,.0014636719,1.0104977,6.8633132
11345,55,0,8.5173931,9.9443579,4311,3,6,0,0,1,4,85,12,1,1,0,0,0,50.369999,34,155,90,.33240578,1.1708674,.40882957
3927,30,0,7.4191809,8.5173931,4131,3,6,0,0,1,6,69,9,1,1,0,0,2,48.27,42,160,115,.90855366,1.0045284,5.7387772
9428,53,0,0,7.1316986,9200,3,12,0,0,0,2,69,0,1,1,0,0,0,11.87,22.280001,150,100,.13517706,1.58604,7.7032061
4953,39,1,8.5173931,8.6996813,9129,2,3,1,0,1,1,50,12,1,1,5,0,.050000001,14.57,20.030001,175,135,.61759752,1.0591046,7.4006567
4488,74,1,7.9785395,7.9785395,7231,2,2,1,0,1,1,34,6,1,1,.16666667,.0054794522,0,30.780001,44,167,140,.069906943,1.5959003,3.5140045
2935,59,1,7.8244457,7.8244457,9210,3,11,0,0,0,1,34,9,1,1,0,0,0,11.74,22.16,165,120,.17323394,1.5220066,9.3493643
13674,49,1,7.8244457,8.1120281,9210,3,11,0,0,0,0,0,6,1,1,0,0,.16666667,11.74,22.16,163,90,.98542631,1.3920053,.59829164
12211,40,0,6.9087548,8.1120281,5223,3,2,1,0,1,2,40,9,1,1,0,.01369863,.16666667,28.48,42.779999,155,94,.14008836,1.0676111,7.1219158
9525,52,0,9.0281391,9.7212257,5221,2,9,0,0,1,1,50,9,1,1,.41666666,.01369863,.5,35.34,48,160,120,.051114473,1.4165633,6.881917
11977,75,1,5.1219778,7.4191809,9200,3,12,0,0,0,3,43,0,1,1,0,0,0,11.87,22.280001,152,106,.42051649,1.0871165,9.1230907
5456,64,0,8.0067005,8.8538084,4321,3,3,1,0,1,1,50,9,2,2,.083333336,.2739726,1,32.5,30.280001,162,130,.79548568,1.0123537,3.6427493
9361,48,0,6.0346837,6.7266331,9210,3,11,0,0,0,3,50,0,1,1,0,0,0,11.74,22.16,165,145,.44027162,1.8772002,9.248971
8519,56,0,7.6014023,8.1120281,5223,3,3,1,0,1,7,69,12,1,1,0,0,.5,28.48,42.779999,160,150,.60638374,1.9047672,5.0311251
3466,46,0,7.4191809,8.1120281,9111,3,6,0,0,1,4,85,0,1,1,.083333336,0,0,16.379999,20,155,140,.67448002,1.7880753,3.6046059
9110,64,1,5.1219778,8.1120281,9611,3,9,0,0,0,3,69,9,1,1,0,0,0,14.39,13,173,160,.60639572,1.6857082,1.0500005
6635,50,1,7.8244457,9.0281391,9112,3,2,1,0,0,7,69,9,3,1,.25,1,.5,14.21,20,165,110,.22708961,1.1732595,7.7857466
1975,57,0,7.8244457,7.8244457,5120,3,2,1,0,1,1,16,12,1,1,0,0,0,24.530001,30.98,158,130,.34462383,1.2455802,3.8344316
6615,69,0,8.6996813,8.6996813,7231,3,3,1,0,1,10,85,6,2,1,0,1,0,30.780001,44,160,100,.18466945,1.5907652,9.503211
1750,24,0,0,8.1120281,2529,3,6,0,0,1,6,85,16,2,3,.83333331,0,5,75.129997,51,160,120,.076968066,1.6601422,3.2660842
11479,22,0,6.9087548,9.4335642,5131,3,9,0,0,0,1,69,14,3,3,2.0833333,0,5,25.040001,21.67,155,80,.45080203,1.5561898,8.8591948
10618,64,0,6.7266331,6.7266331,9210,3,11,0,0,0,2,40,0,1,1,0,0,0,11.74,22.16,157,120,.82497698,1.1483446,5.3203211
6985,53,1,8.5173931,8.6715155,7112,3,9,0,0,0,0,0,9,1,1,0,0,0,22.57,34,164,125,.6349563,1.5188637,3.6574006
10570,33,1,7.8244457,9.1234379,9623,3,2,1,0,1,4,85,14,2,1,.16666667,0,2,30.99,21,174,200,.13903753,1.1145176,8.4440022
377,41,0,9.2104406,10.637481,4110,2,2,1,1,1,5,85,16,4,3,1.25,.0054794522,7,43.330002,42.09,161,120,.79908133,1.6580067,.35452846
12509,78,0,9.2104406,9.2104406,3253,2,5,0,0,1,5,50,9,1,1,0,0,0,53.150002,49.869999,155,110,.076135069,1.1058886,4.2253485
14753,34,0,6.9087548,7.1316986,5221,3,9,0,0,1,3,69,9,2,1,0,0,0,35.34,48,164,130,.95410866,1.8042499,5.3366618
3789,34,0,0,8.1120281,9200,3,12,0,0,0,1,34,9,2,2,0,0,3,11.87,22.280001,162,130,.44901294,1.2145115,1.0239925
12386,69,0,4.3307333,0,9200,3,12,0,0,0,1,34,0,1,1,0,0,0,11.87,22.280001,146,100,.65683424,1.0586145,4.7592072
6295,78,0,6.6858611,0,9200,3,12,0,0,0,0,0,6,1,1,0,0,0,11.87,22.280001,160,158,.97266549,1.8188245,8.7659588
4491,66,1,6.0346837,6.7266331,7510,3,4,1,0,0,4,40,9,1,1,0,0,0,23.459999,30.110001,165,130,.13731287,1.9829348,4.1252155
5001,34,0,10.126671,10.126671,1120,1,6,0,0,1,3,69,14,2,2,0,0,4,70.339996,64.510002,158,98,.15984605,1.8921722,7.4309134
6234,62,0,7.6501689,8.3351116,5223,3,4,1,0,1,8,85,9,1,1,0,0,0,28.48,42.779999,160,130,.60483277,1.6009767,3.5371652
6093,41,1,0,8.5173931,7120,2,6,0,0,1,4,69,14,1,1,8.333333,0,2,25.26,32.27,170,120,.15584318,1.8242552,8.5062656
14201,37,1,8.8050251,8.8050251,9210,3,11,0,0,0,0,0,6,1,1,0,0,0,11.74,22.16,165,130,.95023799,1.5364641,1.3146286
13890,52,1,8.3149137,8.3149137,5221,3,9,0,0,0,5,69,9,1,1,0,0,0,35.34,48,168,110,.45303315,1.4419398,4.0370083
9212,55,0,0,7.6422043,9200,3,12,0,0,0,4,69,6,2,1,0,0,0,11.87,22.280001,170,103,.80553591,1.1023611,5.3710513
7328,48,0,5.1219778,8.5173931,9210,3,11,0,0,0,1,50,6,1,1,0,0,0,11.74,22.16,165,130,.45393077,1.3208035,7.2932839
5316,76,0,8.0394802,8.2838306,7543,3,3,1,0,1,0,0,3,1,1,0,0,0,43.189999,38.810001,161,120,.3822706,1.3428458,5.7240391
5859,63,0,5.7071104,5.7071104,4311,3,2,1,1,1,10,85,12,2,2,.41666666,.01369863,4,50.369999,34,161,130,.066130549,1.7234412,3.2828407
7891,48,0,0,6.7266331,9210,3,11,0,0,0,0,0,6,1,1,0,0,0,11.74,22.16,158,110,.75755483,1.9370503,5.6855822
7134,73,1,4.8362818,5.3439279,9210,3,11,0,0,0,4,69,6,1,1,0,0,0,11.74,22.16,167,130,.6821692,1.468616,2.8052928
1359,74,1,8.5173931,8.5173931,1323,2,3,1,1,1,2,69,12,2,2,0,0,0,59.889999,53,170,130,.52532011,1.5520519,9.611783
7013,70,0,6.7266331,7.1316986,9210,3,11,0,0,0,0,0,0,1,1,0,0,0,11.74,22.16,165,120,.60846341,1.4509041,9.1715364
13056,30,0,0,9.2104406,5223,2,9,0,0,1,9,85,9,2,1,.41666666,.032876711,1.5,28.48,42.779999,165,106,.24315843,1.5683169,7.9196157
13187,73,1,7.6014023,8.5173931,7221,2,3,1,0,1,4,48,6,1,1,0,0,0,25.629999,35.419998,162,146,.13163148,1.9094946,2.0741112
14481,49,1,5.8121386,5.8121386,9210,3,11,0,0,0,0,0,9,1,1,0,0,0,11.74,22.16,160,95,.37295893,1.2001554,6.3657117
12948,70,1,6.0346837,6.7266331,9210,3,11,0,0,0,0,0,6,1,1,0,0,0,11.74,22.16,144,85,.4344815,1.1219068,2.8467326
1795,81,0,8.6996813,8.6996813,1112,2,1,1,1,1,1,69,16,1,1,0,2,0,78.760002,66.839996,150,90,.76273501,1.3216178,6.1274552
