id,age,gender,lnincm,lnfincm,isco08,manage,dwtype,tizhi,party,hukou,wide,nwtop,edu,listening,speaking,book,newsp,eread,isei08,siops08,ht,wt,rd1,rd2,rd3
2489,44,0,8.3351116,9.0281391,2330,3,2,1,0,1,5,69,16,2,1,1,.01369863,2,82.410004,62.630001,158,120,.70737755,1.4811833,2.204248
9546,33,0,5.5254531,7.4191809,7223,3,6,0,0,0,6,69,9,1,1,.25,0,2,28.700001,37.869999,160,160,.68681407,1.9487965,.36199075
8396,59,1,6.7266331,8.3351116,9210,3,11,0,0,0,3,43,9,1,1,0,0,0,11.74,22.16,168,145,.16804637,1.7192149,5.956255
9161,56,0,6.7266331,8.3351116,9210,3,11,0,0,1,6,69,9,1,1,0,0,0,11.74,22.16,163,100,.10284676,1.0194671,1.2755365
9433,67,1,6.0346837,7.8244457,9210,3,11,0,0,0,1,69,6,1,1,0,0,0,11.74,22.16,173,130,.12384421,1.7556553,5.4906998
2764,32,1,8.5173931,8.5173931,9311,3,6,0,0,0,7,69,12,1,1,4.1666665,.15342465,5,15.35,18.02,169,178,.38297653,1.5177636,2.4223223
13495,50,1,6.7266331,7.4191809,9313,3,9,0,0,0,0,0,6,1,1,0,0,0,15.35,15,158,110,.2371732,1.2861576,1.093869
10338,60,1,8.3351116,9.3645763,3352,3,1,1,1,1,5,69,9,1,1,0,0,3,67.110001,52,170,130,.67735517,1.102698,7.5065575
4961,74,0,8.0712185,8.8248253,7531,3,3,1,0,1,2,40,9,1,1,0,0,0,23.469999,38.57,153,126,.34434319,1.1103328,4.862113
7797,30,1,8.3351116,9.0281391,9210,3,11,0,0,0,7,69,9,1,1,0,0,1,11.74,22.16,168,140,.41887861,1.0429134,2.4153106
4712,61,0,7.1316986,7.8244457,9200,3,12,0,0,0,1,48,0,1,1,0,0,0,11.87,22.280001,154,110,.86219323,1.3069907,9.7225924
7488,44,0,7.4191809,7.8244457,1113,3,5,0,1,1,4,69,12,2,2,2.5,.05479452,1,64.980003,42,158,110,.23555103,1.8519582,7.521822
7441,66,0,6.9887209,7.8244457,9210,3,11,0,0,0,5,69,6,1,1,0,0,0,11.74,22.16,150,105,.26823774,1.9170591,5.524303
6458,25,1,9.0281391,9.0281391,2423,2,6,0,0,1,10,85,16,4,4,.83333331,.1369863,.5,68.550003,55.799999,171,130,.44775355,1.5805609,9.1512318
6497,70,0,0,10.637481,2211,3,9,0,0,0,1,16,3,1,1,0,0,0,88.699997,78.010002,160,130,.52811152,1.5529073,4.7303572
8470,86,1,8.8538084,8.9227915,3359,2,1,1,1,1,7,85,6,1,1,1,1,0,64.400002,54.639999,170,160,.62477946,1.1143167,4.7357383
8095,70,0,7.8244457,11.107475,4311,3,3,1,0,1,2,69,6,1,2,0,0,1.6666666,50.369999,34,155,95,.47955033,1.5163559,4.2989082
3606,68,0,0,6.2166061,9611,3,9,0,0,1,10,85,6,1,1,0,0,0,14.39,13,155,150,.3469241,1.6668313,6.9359565
13417,78,1,7.8636513,7.8636513,2300,3,2,1,1,1,4,69,12,1,1,0,0,0,75.540001,63.18,167,144,.21778411,1.9126523,2.132585
6237,76,0,7.4191809,8.3351116,7536,3,2,1,0,1,7,85,6,1,1,.41666666,0,0,18.07,27.370001,160,135,.092683099,1.8538997,6.485507
8304,20,1,7.8244457,9.0281391,9622,3,6,0,0,0,6,69,12,3,3,0,0,2,27.91,22.879999,170,160,.23956996,1.3155353,6.6388302
13297,25,1,7.4191809,8.6715155,5223,3,6,0,0,1,1,48,14,2,2,.41666666,.01369863,2.1666667,28.48,42.779999,179,130,.10606693,1.2467945,7.9466558
9301,69,0,0,7.8244457,9200,3,12,0,0,0,0,0,6,1,1,0,0,0,11.87,22.280001,158,105,.81560379,1.1412344,9.6264591
3092,28,0,7.4191809,7.8244457,5223,3,6,0,0,0,3,40,12,3,3,0,.02739726,1,28.48,42.779999,150,90,.62392545,1.9962809,6.2943354
13241,20,1,0,8.5173931,7543,3,6,0,0,0,9,85,14,2,2,0,0,.5,43.189999,38.810001,170,130,.18673639,1.5179286,2.9392464
3990,35,0,6.7266331,8.3351116,5120,3,2,1,0,0,6,69,9,1,1,0,0,1.5,24.530001,30.98,158,105,.69754136,1.4681205,7.6258707
12323,49,1,7.8244457,8.3351116,9622,3,6,0,0,1,4,48,6,1,1,0,0,0,27.91,22.879999,173,120,.20663039,1.2036401,9.310853
2716,57,0,6.7266331,8.1120281,9210,3,11,0,0,0,3,43,12,1,1,.41666666,0,.16666667,11.74,22.16,160,120,.6090042,1.5472188,3.0078077
12762,70,0,7.7554817,8.5501766,5120,2,6,0,0,1,1,85,6,1,1,0,1.0958904,0,24.530001,30.98,153,110,.0014007108,1.5290917,.60916674
3739,61,0,6.7266331,6.7266331,9210,3,11,0,0,0,3,69,6,1,1,.16666667,0,0,11.74,22.16,156,100,.47591421,1.9543164,5.7752166
10506,85,0,0,6.6214056,9200,3,12,0,0,0,1,16,0,1,1,0,0,0,11.87,22.280001,156,120,.92706078,1.6544408,1.1505936
5643,34,1,7.8244457,8.9227915,5223,3,6,0,0,1,3,85,9,3,3,.5,0,2,28.48,42.779999,175,180,.95709318,1.8395963,4.6101542
12608,53,0,5.5254531,5.5254531,9210,3,11,0,0,0,1,34,0,2,2,0,0,0,11.74,22.16,158,120,.23812695,1.0075049,9.250473
8384,19,1,9.0281391,9.86098,4110,2,6,0,0,0,9,85,12,3,3,.16666667,.0054794522,3,43.330002,42.09,173,130,.68635809,1.975402,4.1626353
13121,25,1,8.5173931,8.8050251,4211,3,2,1,0,0,10,85,16,3,3,.83333331,.021917809,10,48.099998,40.279999,170,110,.76915067,1.1869748,6.2538061
12431,68,1,3.9318256,3.9318256,9200,3,12,0,0,0,5,69,0,1,1,0,0,0,11.87,22.280001,170,130,.42434859,1.2366021,8.3502207
14102,32,1,7.4191809,7.8244457,7230,3,9,0,0,0,8,69,12,1,1,3.3333333,0,2,31.15,41.369999,170,120,.30107793,1.7998707,4.8364019
6386,33,1,8.8050251,8.8050251,7131,2,9,0,0,0,7,69,9,1,1,0,0,3,22.77,30.92,170,130,.96804982,1.3856514,1.9880389
3836,53,1,6.0346837,6.0346837,7112,1,9,0,0,0,0,0,6,1,1,0,.032876711,0,22.57,34,169,125,.40495166,1.7650688,1.0979874
12728,51,1,5.8121386,5.8121386,9210,3,11,0,0,0,0,0,6,1,1,0,0,0,11.74,22.16,168,130,.98202622,1.9951936,8.7248478
11189,45,1,10.637481,10.637481,1200,1,6,0,0,1,9,85,16,2,2,0,.0027397261,2,72.940002,56.599998,168,160,.83151722,1.3330576,6.243268
9062,64,0,5.1219778,5.8121386,9200,3,12,0,0,0,2,69,0,1,1,0,0,0,11.87,22.280001,150,90,.77991736,1.4981161,7.947279
8980,46,1,7.9785395,8.2297773,7521,3,6,0,0,0,2,50,6,1,1,0,0,2,21.809999,39.41,172,198,.22820735,1.1635815,.29595625
8984,50,0,0,7.8244457,9200,3,12,0,0,0,5,69,9,1,1,0,0,2,11.87,22.280001,150,120,.49308419,1.2709485,.11736453
2195,51,1,6.7266331,8.5173931,9629,3,6,0,0,0,0,0,12,1,1,.16666667,0,.5,27.91,24,180,160,.91257489,1.9330587,9.2156429
6898,27,0,7.6014023,8.1120281,7531,3,6,0,0,0,5,69,6,1,1,0,0,3,23.469999,38.57,168,130,.010370881,1.0890644,4.2165051
14467,68,0,0,4.2145939,9210,3,11,0,0,0,0,0,0,1,1,0,0,0,11.74,22.16,160,130,.65584326,1.9439553,2.9539289
10389,49,0,0,7.1316986,9200,3,12,0,0,0,0,0,0,1,1,0,0,0,11.87,22.280001,155,90,.62050408,1.0992151,4.0538521
8828,75,1,6.5037889,6.5037889,9112,3,5,0,0,0,0,0,6,1,1,0,0,0,14.21,20,156,102,.22609977,1.7151784,.013996889
11494,35,0,0,8.1608038,7310,3,6,0,0,0,0,0,6,1,1,0,0,0,30.35,35.060001,150,120,.9874357,1.4584329,6.9408369
322,45,0,0,7.1316986,9210,3,11,0,0,0,1,16,6,1,1,0,0,.16666667,11.74,22.16,165,150,.33334908,1.5565227,2.2478669
12565,70,0,5.0647025,5.0647025,9210,3,11,0,0,0,3,40,9,1,1,0,0,0,11.74,22.16,150,85,.92626327,1.8330649,3.4685071
8296,73,0,4.6151204,4.6151204,9200,3,12,0,0,0,3,50,6,1,1,0,0,0,11.87,22.280001,158,110,.25740668,1.3283828,9.4435749
4787,54,1,9.0281391,9.9443579,3333,1,9,0,0,1,4,85,12,2,1,0,1,1.5,60.439999,47.610001,170,134,.84106278,1.4335406,6.9761868
9669,50,0,6.7266331,7.8244457,9210,3,11,0,0,0,6,85,9,1,1,0,0,0,11.74,22.16,160,86,.96521187,1.0475293,2.2140136
11398,48,1,8.3351116,8.3351116,8330,2,3,1,0,1,2,34,6,1,1,0,0,1.5,25.709999,32.91,163,130,.88375062,1.5878953,9.7467175
14724,39,0,8.3351116,9.7212257,3435,3,2,1,0,1,8,85,16,2,2,2.4166667,.065753423,.5,50.150002,54.59,160,115,.29409385,1.5609065,5.9033122
3048,26,1,8.3351116,8.8050251,5212,3,9,0,0,1,5,69,12,2,2,0,0,2,23.530001,36.689999,181,140,.99683928,1.1391877,5.1506248
3963,47,0,7.1316986,7.4191809,5221,3,9,0,0,0,0,0,6,1,1,0,0,.25,35.34,48,158,110,.0015849688,1.335104,7.4238386
2775,39,1,9.0281391,9.0281391,5120,3,3,1,0,0,2,50,12,2,2,0,0,2,24.530001,30.98,179,147,.97267783,1.2849787,1.7182109
5743,68,1,0,9.2104406,9000,3,3,1,0,1,7,69,9,1,1,0,.032876711,0,16.5,20.76,168,120,.013055,1.4875596,8.0458622
7595,45,1,8.6715155,9.0281391,3359,2,1,1,1,1,6,85,14,3,2,1.25,1.0958904,1,64.400002,54.639999,173,152,.41774926,1.4650961,2.5680249
11035,52,0,0,8.8050251,2411,3,7,0,0,1,10,85,9,1,1,.16666667,.2739726,2.5,76.650002,58.450001,160,105,.34869426,1.9570674,5.1844373
7398,81,0,8.3351116,9.2104406,2341,2,2,1,0,1,4,69,12,1,1,0,.98630136,0,76.489998,57,158,120,.40266868,1.3274587,5.3461695
7678,66,1,5.1219778,5.1219778,9200,3,12,0,0,0,5,69,0,1,1,0,0,0,11.87,22.280001,145,120,.749439,1.8800464,4.662075
3750,60,1,8.8050251,8.3351116,9210,3,11,0,0,0,6,69,12,1,1,0,0,0,11.74,22.16,176,110,.92071873,1.9348571,1.0689327
3930,48,1,6.4393506,7.8244457,7231,3,6,0,0,0,1,50,9,2,2,.25,.0082191778,2,30.780001,44,168,140,.23686637,1.4397002,7.1141915
11091,53,1,9.3645763,9.3645763,7111,2,6,0,0,1,8,85,12,2,1,.91666669,.01369863,1.1666666,33.759998,34.099998,173,130,.81326276,1.558634,8.8265038
7360,58,1,6.7266331,7.4191809,9210,3,11,0,0,0,2,40,9,1,1,0,0,0,11.74,22.16,167,130,.87258399,1.0809227,4.2840891
748,24,0,6.9087548,6.9087548,2641,3,6,0,0,0,4,69,14,2,2,.33333334,0,.33333334,72.830002,56.919998,165,114,.10336184,1.1426064,7.6828604
5026,61,0,8.0067005,8.8538084,7315,3,3,1,0,1,3,48,12,2,1,0,1,.5,25.780001,32.48,168,150,.46180937,1.7246199,9.9873838
10883,81,1,7.9785395,7.9785395,9312,3,1,1,0,1,5,69,3,1,1,0,0,0,17.559999,27.6,160,112,.1193575,1.6202704,5.0179682
10144,52,0,7.3138866,8.9360352,8152,2,6,0,0,1,7,85,12,1,1,0,.02739726,.16666667,18.030001,30.200001,156,148,.89216304,1.9335766,8.0872755
5105,34,1,9.4335642,9.4335642,8322,3,6,0,0,0,8,85,12,2,2,.16666667,0,2,30.34,30.76,180,140,.40602374,1.2058903,8.2759628
1299,74,1,8.3351116,8.9227915,8331,3,3,1,1,1,10,85,9,2,2,0,0,2,26.85,32,162,154,.98198432,1.1218585,2.2662494
4987,28,1,9.7212257,10.126671,3432,2,6,0,0,1,0,0,14,2,2,.41666666,0,5,57.639999,38,186,152,.11514416,1.3612711,1.4743137
723,46,0,8.3351116,9.4335642,5221,3,9,0,0,1,5,85,14,3,2,.83333331,1,4,35.34,48,158,130,.74895144,1.7750795,9.8925962
1954,85,0,8.2943001,8.2943001,5120,3,2,1,0,1,4,69,0,1,1,0,0,0,24.530001,30.98,162,160,.48044086,1.1193119,1.8155794
7471,41,0,0,9.0281391,5221,3,9,0,0,1,5,85,9,1,1,0,0,.5,35.34,48,157,130,.61549091,1.3060895,2.1885672
5021,66,0,8.1608038,9.2104406,5312,3,9,0,0,1,0,0,9,1,1,0,0,1,24.98,50,154,90,.27907643,1.3188184,7.6966643
2090,34,1,7.5803595,8.4466276,2100,3,7,0,0,1,2,48,14,3,3,0,1,2,79.489998,63.150002,180,160,.46884912,1.8721318,1.6392051
8994,19,1,0,8.3351116,9629,3,6,0,0,1,10,85,16,2,2,0,1,4,27.91,24,172,110,.83597881,1.8507527,.9764114
12816,67,0,0,7.6014023,9200,3,12,0,0,0,3,69,0,1,1,0,0,0,11.87,22.280001,140,130,.19915968,1.0559425,8.2706575
1243,24,0,0,9.0281391,4221,3,6,0,0,0,5,69,16,3,3,.5,0,3,49.299999,43,168,140,.13861316,1.2341964,7.7010431
1105,80,1,7.8244457,7.8244457,5223,3,5,0,1,1,4,69,9,1,1,0,0,0,28.48,42.779999,176,130,.12022279,1.873316,.12141874
4110,77,0,8.3351116,9.7212257,2210,2,2,1,0,1,8,69,12,1,1,0,0,0,88.699997,78.010002,160,110,.14148003,1.0499355,.57966739
6800,40,0,0,9.7212257,1221,2,6,0,0,1,4,69,12,3,2,.25,.02739726,4,71.389999,52,158,140,.12906413,1.8961776,9.5579758
7169,41,1,8.3351116,8.3351116,2300,2,2,1,0,1,10,85,16,2,2,0,0,2,75.540001,63.18,168,138,.28304353,1.6070914,9.3627748
5458,22,0,7.3138866,8.8050251,5246,3,6,0,0,0,6,69,9,2,2,0,0,1.5,39.040001,16,168,95,.66414195,1.4454927,.55315906
5599,39,1,9.392745,9.9443579,5412,2,1,1,1,1,8,69,16,3,3,.5,0,1.6666666,51.5,40.889999,174,146,.26078257,1.0112658,1.884854
13833,62,0,5.5254531,7.8244457,9210,3,11,0,0,0,0,0,0,1,1,0,0,0,11.74,22.16,151,100,.74334949,1.9163635,3.9422195
6735,58,1,8.3351116,10.637481,9200,3,12,0,0,0,7,69,9,1,1,0,0,0,11.87,22.280001,173,160,.0030447743,1.3433865,.053433947
4249,55,0,0,6.0346837,9622,3,9,0,0,1,1,16,12,1,1,0,0,0,27.91,22.879999,158,120,.88695848,1.4315561,3.4731019
3168,50,1,9.2104406,9.4335642,8120,3,6,0,0,0,2,40,14,1,1,0,0,0,25.91,38.860001,173,150,.63784957,1.2009692,.10562556
7827,44,0,8.3351116,9.4335642,5223,3,2,1,0,1,9,85,9,2,2,.83333331,.02739726,1,28.48,42.779999,160,120,.59414196,1.2834828,1.1059252
12761,38,0,0,8.1120281,9629,3,6,0,0,0,8,85,6,1,1,0,0,1,27.91,24,165,115,.10741639,1.2088878,7.7058878
11263,40,0,8.1120281,9.0281391,4416,3,6,0,0,1,4,69,0,1,1,0,0,1.5,42.299999,34.439999,162,108,.4484494,1.8789834,8.1615639
6714,68,1,5.6501474,6.3704715,7231,2,2,1,0,1,2,69,9,1,1,0,0,0,30.780001,44,168,120,.62446517,1.2554457,8.8565407
12388,24,1,0,9.0281391,4110,3,6,0,0,1,7,69,14,3,3,.5,.02739726,1,43.330002,42.09,180,148,.97300923,1.5855019,2.9852772
10304,48,1,7.1316986,7.8244457,9313,3,6,0,1,0,4,69,12,2,1,.41666666,.065753423,0,15.35,15,175,128,.29678845,1.5244542,5.3530316
12338,68,1,5.1219778,6.5037889,9210,3,11,0,1,0,1,69,6,1,1,.16666667,.0082191778,0,11.74,22.16,159,103,.14994787,1.6946578,4.1854219
3258,78,0,7.8244457,8.1120281,2341,2,2,1,0,1,7,85,12,2,2,0,.05479452,0,76.489998,57,165,90,.49629578,1.4439718,8.3985548
7071,72,1,6.2166061,8.8050251,9200,3,12,0,0,0,5,85,6,1,1,0,0,0,11.87,22.280001,160,110,.73593777,1.2319865,1.260326
4473,51,0,0,0,9200,3,12,0,0,0,0,0,9,1,1,.25,0,1,11.87,22.280001,160,150,.36476251,1.56949,2.5626123
13456,48,0,7.8244457,8.1120281,5221,3,9,0,0,0,4,69,6,1,1,0,0,0,35.34,48,150,140,.87345755,1.9331396,3.1452181
9994,68,0,6.7266331,8.1120281,8000,3,3,1,0,1,0,0,0,1,1,0,0,0,25.450001,32.450001,158,125,.9017176,1.5182652,9.0607615
1501,73,1,8.0067005,8.5173931,4416,2,3,1,0,1,5,69,9,1,1,0,0,0,42.299999,34.439999,175,152,.59770805,1.9347018,8.5268736
13437,59,1,5.1219778,8.3351116,9210,3,11,0,0,0,0,0,6,1,1,0,0,0,11.74,22.16,175,120,.57881021,1.8279364,5.3424077
1675,63,1,9.3237581,9.5005941,1346,2,3,1,1,1,0,0,16,3,3,.41666666,1,2,65.010002,73.510002,181,170,.45298254,1.6962471,6.5765967
2526,79,1,8.0067005,8.0067005,8211,2,3,1,1,1,9,85,9,1,1,.41666666,.0054794522,0,27.91,39.34,177,150,.06986288,1.0492271,1.0654081
12097,67,0,6.7266331,8.3351116,9200,3,12,0,0,1,3,69,0,1,1,0,0,0,11.87,22.280001,155,118,.5477891,1.2115906,3.9178505
13248,32,1,8.3351116,9.0281391,8322,3,2,1,0,1,1,34,12,1,1,0,.05479452,.33333334,30.34,30.76,177,120,.7916885,1.0536652,9.2955894
13485,60,1,6.7266331,6.7266331,9210,3,11,0,0,0,2,69,0,1,1,0,0,0,11.74,22.16,170,114,.44673479,1.8636246,3.0834582
12931,62,0,4.6151204,5.5254531,9200,3,12,0,0,1,5,69,9,1,1,0,.0054794522,1,11.87,22.280001,161,130,.67810327,1.6466775,8.844121
12501,87,0,4.3307333,6.5037889,9200,3,12,0,0,0,0,0,0,1,1,0,0,0,11.87,22.280001,150,70,.46885952,1.1719567,.94082022
6677,70,0,8.1120281,8.1120281,5223,3,3,1,0,1,2,50,9,1,1,0,1,0,28.48,42.779999,157,118,.025560353,1.5453666,5.8364458
8456,66,0,0,8.0067005,9200,3,12,0,0,0,4,43,6,1,1,0,1,0,11.87,22.280001,158,110,.50192684,1.5036507,5.0192032
12691,59,0,0,7.1316986,9200,3,12,0,0,0,4,69,6,1,1,0,0,0,11.87,22.280001,160,110,.92552388,1.1042522,.45124212
4626,46,0,8.0067005,9.2104406,5223,3,7,0,0,1,6,85,6,1,1,0,0,10,28.48,42.779999,158,104,.22418901,1.0381919,2.302979
1048,55,1,9.9443579,13.63319,1120,1,6,0,1,1,3,69,16,3,2,0,.032876711,2,70.339996,64.510002,170,140,.68095815,1.7461854,5.4892988
8912,65,1,4.8362818,7.1316986,9310,3,9,0,0,0,0,0,0,1,1,0,0,0,16.389999,18.02,155,115,.97601295,1.974893,3.436116
3391,54,1,7.4191809,8.1120281,9210,3,11,0,0,0,6,69,6,1,1,.33333334,0,0,11.74,22.16,167,160,.44980997,1.1352898,9.8196173
6850,63,1,6.1114674,7.2086005,6121,3,6,0,0,0,2,34,6,1,1,0,0,0,21.129999,43.529999,160,140,.24015047,1.015641,9.2060175
9192,50,1,7.6422043,8.1120281,7231,3,6,0,0,1,2,69,12,1,1,0,0,1,30.780001,44,167,166,.23747204,1.608209,9.5094786
1348,27,1,8.2943001,9.4335642,2510,3,2,1,1,1,4,85,18,4,4,2.0833333,.01369863,4,74.660004,51,178,124,.54837573,1.353899,1.160392
9012,85,1,5.1219778,5.5254531,9210,3,11,0,0,0,2,69,0,1,1,0,0,0,11.74,22.16,170,100,.45510131,1.3895022,1.5752584
9267,35,0,7.1316986,8.2297773,5223,3,6,0,0,0,2,69,12,3,3,.33333334,.01369863,2,28.48,42.779999,160,120,.74875319,1.6468652,3.7929251
4769,68,1,7.9785395,8.2297773,2160,1,6,0,0,1,2,69,14,2,2,.83333331,0,2,79.739998,66.519997,170,136,.58276665,1.8752878,8.6042309
10292,66,0,0,0,9200,3,12,0,0,0,0,0,6,1,1,0,0,0,11.87,22.280001,165,110,.30502161,1.5025243,2.9035981
4512,66,0,5.8121386,6.9887209,9210,3,11,0,0,0,0,0,6,1,1,0,0,0,11.74,22.16,160,80,.75562644,1.8013567,6.8970232
1087,45,1,0,0,1114,2,6,0,0,1,8,85,12,2,2,.41666666,0,1,71.290001,54.880001,174,126,.40111369,1.1555209,7.9705858
11027,75,1,8.1120281,8.1120281,7115,3,3,1,0,1,7,69,9,1,1,0,1,0,26.620001,36.759998,168,110,.3177205,1.2631224,9.9539862
6108,71,1,6.7266331,7.4191809,9200,3,12,0,0,0,2,69,6,1,1,0,.0082191778,0,11.87,22.280001,172,120,.40514961,1.6882617,9.9934483
11795,21,1,9.2104406,9.0281391,7231,2,6,0,0,0,6,69,12,2,2,0,0,3,30.780001,44,172,96,.38614807,1.1770884,4.8293886
7501,27,0,7.4191809,7.4191809,5249,3,6,0,0,1,9,85,9,3,3,0,0,4,39.040001,24.09,161,96,.44201368,1.9819695,.92019278
9702,23,1,7.4191809,7.8244457,7421,3,6,0,0,0,9,69,9,1,1,.083333336,0,.16666667,43.759998,44.150002,173,112,.7170015,1.9663179,4.0074201
10633,42,1,9.2904749,9.6158724,3211,2,2,1,1,1,9,85,16,2,2,.16666667,.0027397261,1.5,57.040001,58,171,130,.54528964,1.8661598,6.9640913
461,40,1,8.6996813,9.3645763,7230,3,3,1,0,1,9,85,12,3,3,0,0,2,31.15,41.369999,175,136,.31540832,1.485631,6.4191661
9569,76,1,0,0,9200,3,12,0,0,0,0,0,9,1,1,0,0,0,11.87,22.280001,150,100,.60993385,1.2449812,6.0792713
13716,45,1,6.0346837,7.1316986,7131,3,9,0,0,0,1,69,6,1,1,0,0,0,22.77,30.92,168,140,.6587956,1.2778981,8.8684292
250,63,0,7.8244457,8.5173931,7112,3,3,1,0,1,0,0,9,1,1,0,0,0,22.57,34,150,100,.14773844,1.8414276,9.4836531
4261,56,1,7.8244457,8.6715155,8180,3,9,0,0,0,2,40,12,3,1,0,0,0,24.15,25,165,132,.056710403,1.2415437,5.7826862
12405,32,0,0,9.4335642,4110,3,6,0,0,1,6,85,14,2,2,0,0,1,43.330002,42.09,153,110,.55266243,1.5502263,9.9918013
4925,76,1,8.1608038,8.8538084,5223,3,3,1,0,1,1,43,12,1,1,0,1,2,28.48,42.779999,170,138,.55103135,1.2156531,.31307101
7064,28,0,7.1316986,8.5173931,7111,3,9,0,0,0,0,0,9,2,2,0,0,0,33.759998,34.099998,156,96,.97930461,1.0939773,1.8586642
13530,68,1,0,7.8244457,9200,3,12,0,0,1,2,43,0,1,1,0,0,0,11.87,22.280001,165,120,.65791464,1.0081671,8.1948061
321,72,0,8.8100119,9.2104406,2330,2,6,0,1,1,1,43,14,1,1,.83333331,2.7287672,1,82.410004,62.630001,147,115,.39385882,1.5598183,9.9593544
797,34,1,8.5173931,9.3645763,5246,2,7,0,0,1,9,85,14,2,2,0,0,2,39.040001,16,174,210,.8567127,1.2691433,3.2669337
5902,56,1,7.8244457,8.5173931,7110,3,9,0,0,0,2,40,6,1,1,0,.02739726,.16666667,25.940001,34.099998,172,150,.37344706,1.0892816,5.1926517
4781,47,0,8.2943001,8.9873219,9110,3,2,1,0,0,1,16,6,1,1,0,0,0,14.64,20,148,134,.7251966,1.94651,2.300117
7289,72,1,6.5037889,6.7266331,9210,3,11,0,0,0,2,69,6,1,1,0,0,0,11.74,22.16,166,120,.4938198,1.0382063,2.2847655
12763,40,1,7.6422043,7.6422043,9210,3,11,0,0,0,7,69,9,1,1,1.0833334,.10410959,.46666667,11.74,22.16,162,132,.84988916,1.1656924,1.3874969
9391,65,1,6.7266331,8.3351116,9313,3,9,0,0,0,0,0,6,3,2,0,0,0,15.35,15,170,140,.49036938,1.5110487,.91772956
7095,54,0,8.5173931,9.2104406,2341,3,2,1,0,1,1,43,12,1,1,.16666667,0,1,76.489998,57,155,110,.3168267,1.8082501,6.73384
8395,48,1,6.7266331,7.8244457,5221,3,9,0,0,0,9,85,12,2,2,.25,.0082191778,3,35.34,48,170,120,.91522264,1.3918716,.18154205
8734,67,0,6.9087548,7.6014023,5221,3,9,0,0,0,7,69,6,1,1,.5,.098630138,0,35.34,48,154,110,.22442652,1.8870174,5.3515768
3544,50,0,6.9087548,6.9087548,4110,3,6,0,0,1,7,69,6,1,1,0,0,0,43.330002,42.09,160,50,.6916194,1.128392,.50907719
13844,31,0,0,8.8050251,9622,1,9,0,0,0,1,29,6,1,1,0,0,1.5,27.91,22.879999,155,92,.030656271,1.4697412,6.1417785
5895,33,0,8.2943001,9.6158724,4110,3,6,0,0,1,4,69,16,3,3,.25,0,2,43.330002,42.09,155,84,.19518915,1.4344136,4.8184443
2036,58,0,7.7905583,8.3351116,2433,3,6,0,0,1,5,50,9,1,1,0,0,3.3333333,73.910004,48.369999,168,159,.57399082,1.433672,8.3156147
12159,41,0,7.8244457,8.5173931,7111,3,6,0,0,0,7,69,6,1,1,0,0,.5,33.759998,34.099998,160,105,.2818639,1.9295034,9.1286058
6963,43,0,8.1120281,8.8050251,7531,3,9,0,0,0,0,0,6,1,1,0,0,0,23.469999,38.57,160,110,.96705478,1.6376619,5.4299378
1206,63,0,8.3351116,9.7212257,7230,3,3,1,0,1,3,85,9,1,1,.5,.016438356,3,31.15,41.369999,163,105,.82466745,1.3467028,5.2841105
5866,47,1,7.8244457,7.8244457,7530,3,6,0,0,1,1,34,12,1,1,0,0,1,22.030001,32.23,172,150,.7360304,1.8233769,2.7840219
1862,25,1,0,7.6422043,2523,3,6,0,0,1,1,69,14,3,3,.5,.1369863,5,75.129997,51,175,150,.39750627,1.6304001,7.3924141
13586,44,0,8.5173931,8.5173931,9200,3,12,0,0,0,7,69,0,1,1,0,0,0,11.87,22.280001,150,104,.55152947,1.7528895,8.7902727
12539,39,1,8.0067005,8.3351116,2341,2,2,1,0,1,6,69,14,1,1,1.5,.2739726,3.3333333,76.489998,57,168,130,.10241967,1.4240543,.94672537
4377,45,1,8.5173931,8.6715155,4110,2,6,0,0,1,6,85,12,3,3,.83333331,0,2,43.330002,42.09,176,160,.26358387,1.2118965,8.99506
14348,32,0,7.4191809,7.8244457,9629,3,2,1,0,1,4,85,9,2,2,0,.05479452,.33333334,27.91,24,147,95,.64242274,1.0377754,9.4808846
10669,80,1,5.5254531,8.7404966,1113,2,1,1,1,0,1,69,9,1,1,0,0,0,64.980003,42,170,120,.72929686,1.1329215,1.9889439
6197,28,1,8.5173931,8.5173931,2354,3,6,0,0,1,8,69,14,3,3,1.6666666,.08219178,.25,68.879997,62.279999,175,195,.77966815,1.2373868,2.6231384
7224,73,1,6.7266331,8.3351116,9311,2,1,1,0,0,0,0,6,1,1,0,1,0,15.35,18.02,164,100,.6600669,1.5076264,9.8734741
10234,64,0,7.2567677,8.5974207,5211,3,9,0,0,1,1,34,9,1,1,0,0,0,28.84,36.689999,165,120,.83118045,1.4104484,1.4360386
4960,44,1,9.2104406,9.2104406,2310,3,2,1,0,1,4,85,18,5,5,4.1666665,2,.83333331,85.410004,78.160004,168,120,.77004373,1.7284616,2.3640573
3561,50,0,8.1120281,9.1234379,2423,2,6,0,0,1,8,69,14,2,2,.41666666,.019178081,3,68.550003,55.799999,164,126,.50455207,1.9392097,1.7037112
7775,45,0,0,7.4191809,9200,3,12,0,0,0,1,43,6,1,1,0,0,0,11.87,22.280001,150,100,.95583612,1.7420617,4.7140985
1255,62,0,8.0867176,9.0281391,3412,2,5,0,1,1,4,69,9,2,2,.5,1.0164384,.5,52.720001,49,160,100,.57379973,1.4390259,.94672203
