treat,lninc,gender,age,age2,hukou,fedu,medu,party
0,,1,39,1521,1,9,9,0
0,,1,29,841,1,9,12,0
0,,1,29,841,1,9,6,0
1,6.6846118,0,37,1369,1,12,12,0
0,6.3969297,0,40,1600,1,6,0,0
0,6.5510802,0,40,1600,1,6,0,0
0,,0,51,2601,1,,0,0
0,6.6846118,0,40,1600,1,12,9,0
0,,0,18,324,1,6,9,0
0,6.2728772,1,61,3721,1,,0,0
0,5.2983174,1,49,2401,1,,0,0
0,6.2146082,1,18,324,1,6,0,0
0,,1,24,576,1,9,9,0
0,6.3969297,0,59,3481,1,0,0,1
0,5.7037826,0,42,1764,1,6,0,0
1,,0,20,400,1,12,12,0
0,6.2146082,1,38,1444,1,12,0,0
0,,1,64,4096,0,0,0,0
0,6.6846118,1,27,729,1,9,9,0
1,8.5171928,1,32,1024,1,14,12,0
0,6.9077554,0,36,1296,0,6,0,0
0,7.8240461,0,47,2209,1,16,0,0
0,6.3969297,0,52,2704,1,0,0,0
0,6.9077554,0,42,1764,1,9,9,0
0,6.2915692,1,59,3481,1,0,0,0
0,6.3969297,1,41,1681,1,12,12,0
0,6.6200733,1,55,3025,1,12,6,0
0,6.3969297,1,46,2116,1,9,6,0
0,6.9077554,0,57,3249,1,0,0,1
0,8.0063677,0,45,2025,1,6,0,0
0,,0,44,1936,1,0,0,0
0,6.6846118,1,52,2704,1,9,9,1
0,6.2146082,1,45,2025,1,6,6,0
0,,1,43,1849,1,9,9,0
0,3.9120231,1,49,2401,0,0,0,0
0,6.6846118,0,41,1681,1,12,9,0
0,4.3820267,0,63,3969,1,0,0,0
0,5.0106354,0,50,2500,0,0,0,0
0,5.7037826,0,49,2401,0,6,0,0
0,6.2146082,1,26,676,1,9,6,0
0,6.2146082,1,31,961,1,0,0,0
0,6.6200733,1,40,1600,1,9,0,0
0,6.8834624,1,51,2601,1,6,0,0
0,4.0943446,0,24,576,1,9,0,0
0,6.9077554,0,45,2025,1,0,0,0
0,,0,49,2401,1,6,6,0
0,,1,40,1600,1,0,0,0
0,6.5510802,1,48,2304,1,9,9,0
0,6.6463904,1,50,2500,1,6,0,0
0,,1,26,676,1,12,14,0
1,6.9077554,0,35,1225,1,0,0,1
0,6.5510802,0,61,3721,1,6,6,0
0,6.4769726,1,47,2209,1,9,0,0
0,,1,35,1225,1,6,9,0
0,7.495542,1,54,2916,1,16,6,1
0,5.521461,1,34,1156,1,0,0,0
0,,1,33,1089,1,0,0,0
0,7.0030656,0,44,1936,1,6,6,0
1,6.9077554,0,36,1296,1,9,0,0
0,5.857933,0,56,3136,1,0,0,1
1,6.6846118,0,30,900,1,9,9,1
0,4.6051702,1,60,3600,1,0,0,0
0,,1,39,1521,1,9,9,0
0,6.6200733,1,35,1225,1,14,9,0
0,6.3969297,0,36,1296,1,6,0,0
0,6.5510802,0,56,3136,1,3,0,0
0,7.0030656,0,51,2601,1,3,0,1
0,5.0751739,0,33,1089,1,6,0,0
0,,1,49,2401,1,6,0,0
0,6.5510802,1,29,841,1,6,6,0
0,,0,44,1936,0,3,0,0
0,,0,40,1600,1,6,0,0
0,5.7037826,0,45,2025,1,6,6,0
0,,1,59,3481,1,0,0,1
0,6.0137153,1,59,3481,1,0,0,0
1,6.1779442,1,22,484,1,6,6,0
0,6.4769726,0,60,3600,1,0,0,1
0,5.9914646,0,43,1849,1,9,6,0
1,7.0900769,0,42,1764,1,6,6,1
0,4.7874918,1,48,2304,1,12,0,1
0,5.2983174,1,40,1600,1,0,0,0
0,5.9914646,1,34,1156,1,0,0,0
1,6.3969297,1,34,1156,1,14,12,0
1,5.7037826,1,35,1225,1,16,16,0
0,3.4011974,0,65,4225,1,0,0,0
1,6.6846118,0,28,784,1,9,9,0
0,6.6846118,0,32,1024,1,6,6,0
1,6.9077554,0,32,1024,1,9,0,1
1,5.2983174,1,38,1444,1,6,6,0
0,,1,37,1369,1,,0,0
1,7.4383836,1,36,1296,1,16,12,0
0,6.8023949,0,35,1225,1,0,0,0
1,7.3132205,0,31,961,1,6,6,0
0,5.857933,0,41,1681,1,0,0,0
1,8.0063677,0,41,1681,1,6,6,0
1,7.5496092,1,63,3969,1,0,0,1
1,8.0063677,1,50,2500,1,6,0,0
0,6.9077554,1,30,900,1,14,6,0
0,6.9077554,1,36,1296,1,12,12,0
0,6.6333184,0,46,2116,1,12,0,0
0,6.6846118,0,36,1296,1,6,6,0
0,4.0943446,0,69,4761,1,3,0,0
0,5.2983174,0,68,4624,1,3,0,0
0,6.3969297,1,35,1225,1,9,12,0
1,6.3716121,1,35,1225,1,3,0,0
0,6.2045579,0,69,4761,1,3,0,1
1,6.7214255,0,34,1156,1,6,0,0
1,7.495542,0,48,2304,1,16,16,0
1,7.6009026,1,36,1296,1,6,12,0
1,7.6009026,1,41,1681,1,16,16,1
1,6.8023949,1,26,676,1,9,6,0
1,7.377759,0,67,4489,1,12,9,0
1,7.9373746,0,29,841,1,9,0,1
1,8.0063677,0,50,2500,1,3,6,1
1,8.0063677,0,47,2209,1,0,0,1
1,6.4769726,1,36,1296,1,16,12,0
0,8.2940493,1,44,1936,1,14,9,0
0,6.6846118,0,38,1444,1,3,12,0
0,7.0030656,0,54,2916,1,12,9,0
0,7.3132205,0,50,2500,1,3,0,1
0,6.3969297,0,18,324,0,9,9,0
0,7.6009026,0,60,3600,1,3,3,1
1,6.2146082,0,45,2025,1,12,12,0
0,,1,31,961,1,6,6,0
0,5.9914646,0,49,2401,1,6,,0
0,6.3969297,0,30,900,1,16,14,1
1,,0,24,576,1,6,6,0
0,5.2983174,0,27,729,1,6,6,0
0,5.7037826,1,30,900,0,12,6,0
0,5.9914646,1,37,1369,1,6,6,0
1,6.5510802,1,32,1024,1,9,9,0
0,5.857933,1,35,1225,1,6,6,0
0,6.6846118,0,54,2916,0,0,0,0
0,5.2983174,0,41,1681,1,0,0,0
0,,1,51,2601,1,6,0,0
1,6.5294189,0,34,1156,1,0,0,1
0,5.0751739,1,54,2916,1,0,0,0
0,,1,41,1681,1,9,0,0
0,5.2983174,1,43,1849,1,9,0,0
0,,1,53,2809,1,6,0,0
0,6.6846118,0,48,2304,1,9,9,0
0,6.2146082,0,48,2304,,0,0,0
0,,0,40,1600,1,0,0,0
0,,1,32,1024,1,12,12,0
0,6.9077554,1,49,2401,1,9,0,0
0,,1,51,2601,1,3,0,0
0,5.0106354,1,35,1225,1,3,0,1
0,4.6051702,1,33,1089,1,6,6,0
0,7.0900769,0,56,3136,1,6,0,1
0,6.6846118,0,48,2304,0,0,0,0
0,5.521461,0,41,1681,1,0,0,0
0,,0,55,3025,1,0,0,0
0,,1,35,1225,0,9,6,0
0,,1,43,1849,1,12,6,0
0,5.0106354,1,48,2304,1,0,0,0
0,,1,53,2809,1,3,0,0
0,5.7037826,0,42,1764,1,9,0,0
0,,0,42,1764,1,9,0,0
0,,0,40,1600,1,9,9,0
0,5.0106354,1,46,2116,0,6,6,0
0,,1,39,1521,1,9,9,0
0,6.3969297,1,26,676,1,9,9,0
0,,1,41,1681,1,6,6,0
0,6.2146082,1,32,1024,1,6,6,0
0,7.2442274,0,57,3249,1,12,0,0
0,6.0112672,0,57,3249,1,0,6,0
0,6.2146082,0,32,1024,1,6,6,0
0,5.9914646,1,48,2304,1,0,0,0
0,4.6051702,1,43,1849,1,6,0,0
0,,1,18,324,1,12,12,0
0,5.9914646,1,60,3600,1,0,0,0
0,,1,45,2025,1,0,0,0
0,6.2146082,0,39,1521,1,0,0,0
0,6.3969297,0,45,2025,1,9,6,0
0,6.2146082,0,69,4761,1,0,0,0
1,7.1701198,0,33,1089,1,9,9,1
0,6.9077554,1,41,1681,1,3,,0
0,,1,32,1024,1,9,6,0
0,5.7960577,1,44,1936,1,0,0,0
0,5.9914646,1,60,3600,1,0,0,0
0,6.6846118,0,40,1600,0,12,12,0
0,5.8289456,0,57,3249,1,6,0,0
1,5.4380794,0,34,1156,1,12,12,0
0,6.2146082,0,19,361,1,9,9,0
0,5.9401712,1,41,1681,1,6,0,0
1,,1,22,484,1,9,12,0
0,5.857933,1,48,2304,1,6,0,0
0,3.4339871,1,48,2304,1,0,0,0
0,5.7037826,0,32,1024,1,6,0,0
0,5.7037826,0,58,3364,1,0,0,0
1,7.6009026,0,39,1521,1,6,6,0
0,6.2146082,1,41,1681,1,6,6,0
0,,1,68,4624,1,0,0,0
0,6.1737862,1,50,2500,1,6,6,0
0,5.7037826,1,45,2025,1,9,0,0
0,6.9077554,1,39,1521,1,6,6,0
0,5.8861041,1,48,2304,1,9,0,0
0,5.9914646,0,54,2916,1,6,6,0
0,,1,49,2401,1,6,0,0
0,5.9914646,0,27,729,1,0,0,0
1,7.2442274,0,51,2601,1,9,0,0
0,5.9401712,1,56,3136,1,6,0,0
0,6.2146082,0,35,1225,1,6,6,1
0,5.857933,1,55,3025,1,0,0,0
0,6.6066504,0,65,4225,1,0,0,0
1,6.3969297,1,62,3844,1,12,0,0
0,6.5792513,0,68,4624,1,0,0,0
0,,0,18,324,1,12,12,0
0,,1,33,1089,1,16,12,0
0,,1,48,2304,1,6,0,0
0,5.0106354,1,32,1024,1,9,0,0
0,6.2146082,1,66,4356,1,6,6,0
1,,0,54,2916,1,0,0,0
0,5.9914646,0,41,1681,1,9,9,0
0,7.8240461,0,32,1024,1,12,12,0
0,8.0063677,0,44,1936,1,0,0,0
0,8.0063677,1,34,1156,1,12,12,0
0,,1,37,1369,1,9,6,0
0,5.7037826,1,41,1681,1,6,9,1
0,5.9914646,1,46,2116,1,6,0,0
0,,0,66,4356,1,0,0,1
0,6.9077554,0,32,1024,1,6,6,0
1,7.6009026,0,60,3600,1,0,0,1
0,5.857933,1,41,1681,1,6,6,1
0,6.2146082,1,26,676,0,9,6,0
0,6.3969297,1,55,3025,1,0,0,0
0,,1,31,961,1,9,6,0
0,,1,39,1521,1,6,6,0
1,5.9914646,0,69,4761,1,0,0,1
0,6.5510802,0,44,1936,1,0,0,0
0,6.5510802,0,35,1225,1,12,9,0
0,7.0900769,1,41,1681,1,6,6,0
0,5.9914646,1,63,3969,1,0,0,0
0,,1,47,2209,1,0,0,0
0,5.3936276,0,37,1369,1,9,12,0
1,6.3969297,1,31,961,1,14,12,0
0,5.7365723,0,37,1369,1,0,0,0
0,5.9401712,0,58,3364,1,6,0,0
0,,1,51,2601,1,0,0,0
1,6.9077554,0,38,1444,1,12,14,0
0,4.6051702,1,50,2500,1,0,0,0
0,8.0063677,1,33,1089,0,6,6,0
0,5.5606818,1,41,1681,1,12,9,1
0,,1,47,2209,1,0,0,0
1,5.480639,0,35,1225,1,14,0,1
0,,0,46,2116,1,9,6,0
0,,0,49,2401,1,0,0,0
0,,0,27,729,1,6,0,0
0,5.7037826,0,29,841,1,0,6,0
0,6.3969297,0,61,3721,1,0,0,0
0,6.1944056,1,53,2809,1,0,0,0
0,5.3706379,1,40,1600,1,9,9,0
0,5.8861041,0,36,1296,1,6,0,0
1,5.2983174,0,38,1444,1,9,9,0
1,7.0030656,0,43,1849,1,6,0,1
0,4.6728287,1,61,3721,1,0,0,0
0,,1,29,841,1,6,0,0
0,,1,50,2500,1,6,6,1
0,,1,47,2209,1,0,0,0
0,3.9120231,1,65,4225,1,,,0
0,,1,44,1936,1,6,0,0
0,5.7037826,0,35,1225,1,0,0,0
0,3.9120231,1,31,961,1,9,,0
0,,1,63,3969,1,,0,0
0,,1,30,900,1,6,0,0
0,,1,30,900,1,,6,0
0,5.9914646,0,37,1369,1,12,9,0
0,6.0402546,0,38,1444,1,0,0,1
0,6.2146082,0,42,1764,1,0,0,0
0,6.2146082,0,34,1156,1,0,0,0
0,,1,40,1600,1,0,0,0
0,,1,40,1600,1,0,0,0
0,,1,39,1521,1,0,0,0
0,,1,37,1369,1,6,0,0
0,6.3099184,0,42,1764,1,6,0,0
0,6.5510802,0,36,1296,1,9,,0
0,5.9914646,0,43,1849,1,0,0,0
0,6.2146082,0,24,576,0,9,6,0
0,5.2983174,1,38,1444,1,12,6,0
0,4.9698133,1,48,2304,1,0,0,0
0,4.4998097,1,49,2401,1,0,0,0
0,7.6009026,1,36,1296,1,12,12,0
0,6.9565454,1,53,2809,1,6,6,1
0,6.2146082,0,39,1521,1,6,0,0
0,,1,34,1156,1,6,6,0
0,6.6846118,0,34,1156,1,3,0,0
0,6.7452364,0,32,1024,1,0,0,0
0,6.212606,0,69,4761,1,3,0,1
0,5.9914646,0,36,1296,1,9,9,0
0,,1,29,841,0,6,6,0
0,6.9077554,0,38,1444,1,0,0,0
0,,1,25,625,1,9,6,0
0,5.9661469,0,45,2025,1,0,0,0
0,,0,52,2704,1,0,0,1
0,,1,40,1600,1,14,9,0
0,5.9914646,1,39,1521,1,6,0,0
0,,1,66,4356,1,0,0,0
0,,1,31,961,1,6,0,0
0,6.2146082,0,38,1444,1,0,0,0
0,6.3969297,0,68,4624,1,0,0,0
0,6.3456364,0,63,3969,1,0,0,1
0,,1,46,2116,1,6,0,0
0,,1,33,1089,1,0,0,0
0,,1,30,900,1,6,0,0
0,5.0106354,0,27,729,0,0,0,0
0,5.7037826,0,52,2704,1,,,0
0,5.7037826,0,37,1369,1,6,6,0
0,4.6728287,1,54,2916,1,0,0,0
0,5.7037826,0,34,1156,1,6,0,0
0,3.9120231,1,64,4096,1,3,3,0
0,,1,39,1521,1,9,12,0
0,3.8501475,1,63,3969,1,3,0,1
0,,0,26,676,1,0,0,0
0,6.3835068,0,61,3721,1,0,0,0
0,4.3820267,0,45,2025,1,0,0,0
0,,0,29,841,1,9,9,0
0,,1,50,2500,1,,,0
0,6.2728772,0,69,4761,1,,0,0
0,4.4998097,1,54,2916,1,,,0
0,5.7037826,1,41,1681,1,6,0,0
0,,0,34,1156,1,6,6,0
0,5.0751739,0,41,1681,1,,0,0
0,6.2146082,0,40,1600,1,0,0,1
0,4.6051702,1,54,2916,1,12,9,0
0,,1,69,4761,1,0,0,0
0,5.9914646,0,61,3721,1,0,0,1
0,5.7037826,1,59,3481,1,0,0,0
0,4.6539602,1,68,4624,1,0,0,0
0,,1,19,361,1,6,6,0
0,5.9914646,1,36,1296,1,9,6,0
0,5.7525725,1,63,3969,1,3,6,0
0,,1,64,4096,1,0,0,0
0,6.2146082,0,38,1444,0,0,6,0
0,5.2983174,0,26,676,1,9,9,0
0,,0,34,1156,1,12,6,1
0,,1,41,1681,1,0,0,0
0,,1,36,1296,1,0,9,0
0,5.9914646,1,22,484,1,9,9,0
0,5.7037826,1,54,2916,1,,0,0
0,6.8023949,0,64,4096,1,0,0,0
0,6.7093043,0,64,4096,1,0,0,0
1,6.9077554,0,36,1296,1,6,9,1
0,4.3174882,1,35,1225,1,6,6,0
0,6.6846118,1,32,1024,1,6,6,0
0,5.9914646,1,38,1444,0,6,12,0
0,5.7037826,1,37,1369,1,0,3,0
0,6.2146082,0,36,1296,1,6,0,0
1,6.4769726,0,53,2809,1,9,0,0
0,5.2983174,0,39,1521,0,0,0,0
0,6.5652652,0,52,2704,0,0,0,0
0,6.6846118,1,39,1521,,6,0,0
0,7.36518,1,34,1156,0,6,6,0
0,,1,23,529,0,9,6,0
0,,1,34,1156,1,9,6,0
0,6.2915692,1,36,1296,1,6,6,0
1,6.8023949,0,47,2209,1,0,0,1
1,6.7569323,0,42,1764,0,6,0,1
0,7.6009026,0,39,1521,0,9,9,0
0,5.9401712,1,61,3721,1,0,0,0
0,5.857933,1,62,3844,1,6,0,0
0,6.3969297,1,32,1024,1,6,0,0
1,,1,21,441,1,14,14,0
0,6.1092477,0,54,2916,0,3,0,0
0,,1,35,1225,0,0,0,0
0,5.9914646,0,55,3025,1,9,6,0
0,5.9914646,0,39,1521,1,6,6,1
0,,1,49,2401,1,0,0,0
0,,1,48,2304,1,6,0,0
0,,1,41,1681,1,6,0,0
0,,1,68,4624,1,0,0,0
0,,0,43,1849,0,0,0,0
0,,0,40,1600,1,6,6,0
0,5.7037826,0,33,1089,1,0,6,0
1,5.8861041,0,38,1444,1,16,0,0
0,,1,59,3481,1,0,0,0
0,,1,64,4096,1,0,0,0
1,5.8289456,1,51,2601,1,12,0,0
0,6.1377273,1,62,3844,1,0,0,1
0,6.5510802,0,35,1225,1,,6,0
1,5.768321,0,33,1089,1,12,0,0
0,6.2146082,0,46,2116,1,6,6,0
0,,0,34,1156,1,6,6,0
0,,1,40,1600,1,,12,0
0,6.368187,1,59,3481,1,0,0,0
0,,0,31,961,1,6,6,0
0,6.5510802,0,32,1024,1,6,12,0
0,6.9077554,0,37,1369,0,3,3,0
0,6.2146082,0,44,1936,1,6,6,0
0,,0,49,2401,1,6,0,1
0,5.7037826,1,28,784,1,6,9,0
0,,1,30,900,1,0,0,0
0,5.1357985,1,50,2500,1,6,,0
0,,1,27,729,1,9,6,0
0,5.891644,0,58,3364,1,0,0,0
0,3.9120231,0,44,1936,1,6,6,0
0,5.2983174,0,59,3481,1,12,0,0
0,,0,52,2704,1,0,0,0
0,5.480639,1,37,1369,1,0,0,0
0,,1,36,1296,1,,,0
0,,1,26,676,0,6,0,0
0,6.3456364,1,52,2704,1,0,0,1
0,,0,47,2209,1,0,0,0
0,3.9120231,1,47,2209,1,0,0,0
0,,0,29,841,1,12,0,0
0,5.0106354,0,29,841,1,6,12,0
0,3.871201,1,44,1936,1,0,0,0
0,5.8493247,1,49,2401,1,9,0,0
0,5.8861041,1,37,1369,1,0,6,0
0,3.4011974,1,54,2916,1,0,0,0
0,,0,42,1764,1,9,0,0
0,6.1092477,0,45,2025,1,0,0,0
0,,1,69,4761,1,0,0,0
0,6.5510802,1,43,1849,1,12,0,0
0,5.857933,1,39,1521,1,12,9,0
0,,1,21,441,1,12,12,0
0,5.2983174,1,51,2601,1,0,0,0
0,5.0106354,1,37,1369,1,12,12,0
0,6.8814111,0,63,3969,1,0,,0
0,3.9120231,0,52,2704,1,6,6,0
0,5.2983174,0,24,576,1,0,0,0
0,5.9914646,0,43,1849,1,12,6,1
0,5.7037826,1,40,1600,1,0,0,0
0,4.6051702,1,58,3364,0,0,0,0
0,,1,30,900,1,9,6,0
0,6.2146082,1,58,3364,1,12,12,0
0,6.5510802,0,51,2601,1,12,0,0
0,6.1737862,0,37,1369,1,6,6,0
0,6.2146082,0,51,2601,1,6,6,1
1,,0,46,2116,1,12,12,1
0,5.7037826,1,67,4489,1,0,0,0
0,4.6051702,1,39,1521,1,12,12,0
0,,1,34,1156,1,12,0,0
0,,1,35,1225,1,0,0,0
0,6.3969297,0,30,900,1,12,9,0
0,,1,63,3969,1,,,0
0,,1,69,4761,1,0,0,0
0,3.4011974,1,58,3364,1,0,0,0
0,5.9687076,1,61,3721,1,6,6,0
0,,1,47,2209,1,0,0,0
0,4.6051702,1,39,1521,1,6,6,0
0,6.329721,0,61,3721,1,,,0
0,,0,35,1225,1,6,6,0
0,,0,18,324,1,12,9,0
0,5.521461,0,38,1444,1,9,9,1
0,,1,42,1764,1,0,0,0
1,6.3969297,1,36,1296,1,0,0,0
0,,1,41,1681,1,12,6,0
0,5.7037826,1,52,2704,1,0,0,0
0,,0,45,2025,1,6,6,1
0,6.4769726,0,52,2704,1,0,0,0
0,4.7874918,0,37,1369,1,9,0,0
0,4.6051702,0,37,1369,1,6,6,0
0,5.8348107,1,65,4225,1,0,0,0
0,5.7037826,1,52,2704,1,0,0,0
0,5.8861041,1,58,3364,1,9,0,0
0,,1,33,1089,1,0,0,0
0,3.4011974,0,36,1296,1,6,0,0
0,5.9914646,0,31,961,1,0,0,0
0,5.2983174,0,37,1369,1,0,0,0
0,,1,49,2401,1,0,0,0
0,,1,33,1089,1,6,6,0
0,6.1737862,1,52,2704,1,6,0,1
0,,1,34,1156,1,0,0,0
0,,1,34,1156,1,0,6,0
0,,0,51,2601,1,0,0,0
0,,0,66,4356,1,0,0,0
0,5.9914646,0,34,1156,1,6,6,0
0,5.7037826,1,50,2500,1,0,0,0
0,,1,39,1521,1,0,6,0
0,5.9964519,1,64,4096,1,0,0,1
0,,1,59,3481,1,,,0
0,6.2146082,1,46,2116,1,0,0,0
0,,1,36,1296,1,6,6,0
0,4.6051702,0,50,2500,1,9,0,0
0,5.9914646,0,32,1024,1,6,9,0
0,3.4011974,0,36,1296,1,6,12,0
0,5.7037826,1,33,1089,1,9,6,0
0,,1,40,1600,1,0,0,0
1,5.7037826,1,37,1369,1,9,6,0
0,,1,40,1600,1,6,0,0
0,5.9914646,0,44,1936,1,0,6,1
0,3.4011974,0,37,1369,1,6,6,0
0,4.9416423,0,39,1521,1,6,0,1
0,,0,40,1600,1,6,0,1
0,,1,33,1089,1,0,0,0
0,,1,43,1849,1,0,0,0
0,,0,39,1521,1,6,0,0
0,5.2983174,1,48,2304,1,6,0,0
0,6.1092477,0,58,3364,1,0,0,0
0,6.1092477,0,45,2025,1,6,6,1
0,4.8675346,0,44,1936,1,6,6,0
0,5.9914646,1,50,2500,1,6,0,0
0,5.7037826,1,47,2209,1,6,6,0
0,,1,37,1369,1,6,0,0
0,,1,34,1156,1,12,9,0
0,,1,62,3844,1,6,0,0
1,5.7037826,0,39,1521,1,12,6,1
0,5.9914646,0,51,2601,1,0,0,1
0,5.2983174,0,40,1600,1,6,6,1
0,,0,22,484,1,9,9,0
0,,0,18,324,1,9,12,0
0,6.9077554,0,23,529,1,9,9,0
0,,1,42,1764,1,0,0,0
0,,1,25,625,1,6,6,0
0,7.6009026,0,38,1444,0,3,3,0
0,6.6846118,0,42,1764,0,0,0,0
0,5.2781148,0,51,2601,1,0,0,0
0,5.857933,0,32,1024,1,12,6,0
0,4.7273879,0,68,4624,0,3,3,0
0,8.0063677,1,32,1024,1,16,9,0
0,,1,47,2209,0,,,0
0,6.2614918,1,39,1521,1,6,6,0
1,6.84375,0,62,3844,1,3,0,1
0,6.5510802,0,33,1089,1,9,0,0
0,,0,44,1936,0,0,0,0
0,6.7452364,0,34,1156,0,6,6,0
0,7.0900769,0,32,1024,1,6,6,0
0,5.9914646,1,42,1764,1,6,9,0
0,5.9914646,1,30,900,1,,6,0
0,6.3969297,1,35,1225,1,,0,0
0,6.6846118,0,53,2809,1,0,0,0
1,6.9077554,0,31,961,1,0,0,1
0,6.3969297,0,66,4356,1,6,6,1
0,,0,43,1849,1,6,6,0
0,5.9914646,1,38,1444,0,6,6,0
0,5.1929569,1,28,784,0,6,6,0
0,6.7428808,1,56,3136,1,6,6,0
0,5.2983174,1,36,1296,0,6,0,0
0,,1,35,1225,0,12,9,0
0,5.7037826,0,68,4624,1,6,6,0
1,6.72263,0,59,3481,1,14,0,0
0,5.7037826,0,37,1369,1,0,0,0
0,5.2983174,1,57,3249,1,3,0,0
0,6.2146082,1,40,1600,1,6,6,0
0,6.1737862,1,32,1024,1,9,0,0
0,,1,18,324,0,12,12,0
1,6.3935909,0,31,961,1,12,6,1
0,5.9914646,0,41,1681,0,3,3,0
0,5.8861041,0,69,4761,1,3,0,0
0,5.2983174,0,55,3025,1,0,0,0
0,5.0106354,1,52,2704,0,0,,0
1,5.768321,1,39,1521,1,12,6,0
0,5.7037826,1,40,1600,0,6,0,0
0,,1,31,961,0,0,0,0
1,6.1092477,0,27,729,1,12,,0
0,,0,55,3025,1,0,0,0
0,,0,41,1681,1,0,0,0
1,7.0030656,0,25,625,1,14,14,0
1,6.1092477,1,34,1156,1,6,0,1
0,5.7037826,1,19,361,0,6,6,0
0,5.9914646,1,27,729,1,9,0,0
0,,1,34,1156,1,12,12,0
0,5.7037826,1,66,4356,1,0,0,0
0,5.3936276,0,55,3025,1,3,0,0
0,,0,45,2025,1,0,0,0
1,7.8240461,1,52,2704,1,3,3,1
0,6.5510802,1,36,1296,1,9,9,0
0,,1,43,1849,1,6,0,0
0,6.2146082,1,25,625,0,6,6,0
1,6.3969297,1,21,441,1,9,9,0
0,6.9077554,1,55,3025,1,0,0,0
0,7.2806973,0,63,3969,1,0,0,0
0,7.2442274,1,45,2025,1,6,0,0
0,6.1092477,1,68,4624,1,0,0,0
0,5.9914646,1,45,2025,1,3,0,0
0,6.1737862,1,61,3721,1,3,0,0
0,6.2186003,1,69,4761,1,0,0,0
0,5.9914646,1,34,1156,1,6,6,1
0,6.1312265,0,54,2916,1,0,0,0
1,,0,28,784,1,12,12,0
0,6.9077554,0,42,1764,1,6,6,0
0,7.0030656,0,56,3136,1,0,0,0
0,,1,35,1225,1,3,0,0
0,,1,35,1225,1,6,6,0
1,6.6846118,1,27,729,1,9,9,0
0,6.4297194,1,28,784,1,12,9,0
0,6.3279366,0,50,2500,1,6,6,0
0,,0,31,961,1,6,6,0
0,6.0402546,1,49,2401,1,0,0,0
0,4.6051702,0,41,1681,1,3,9,0
0,5.1239638,1,41,1681,1,9,0,0
0,6.6846118,1,44,1936,1,6,0,0
0,6.6846118,1,37,1369,1,12,12,0
1,6.9077554,1,26,676,1,9,9,0
0,6.5510802,0,41,1681,1,12,12,0
0,6.2728772,0,64,4096,1,6,0,1
0,6.9077554,0,28,784,0,9,9,0
1,7.3132205,0,56,3136,1,6,6,0
1,6.2146082,1,32,1024,1,12,14,0
0,,1,42,1764,1,6,6,0
0,6.3969297,1,24,576,0,6,6,0
1,7.6009026,1,30,900,1,9,12,0
1,5.7037826,0,34,1156,1,14,9,0
0,6.1246834,1,53,2809,1,0,0,0
0,6.363028,0,42,1764,1,0,0,0
0,6.6846118,1,64,4096,1,3,,0
0,,1,35,1225,1,6,6,0
0,,1,31,961,0,6,0,0
0,6.2146082,1,32,1024,0,0,0,0
0,6.3969297,1,38,1444,1,12,9,0
0,5.2983174,0,60,3600,1,0,0,0
0,6.2146082,0,45,2025,1,0,0,0
0,8.6995144,0,34,1156,1,14,9,0
1,7.6009026,0,23,529,1,14,12,0
1,6.3969297,1,35,1225,1,9,6,0
0,6.9660244,1,41,1681,1,0,0,0
1,5.2983174,1,19,361,1,12,9,0
0,5.857933,1,56,3136,1,6,0,0
0,2.9957323,0,55,3025,1,12,0,0
0,6.5510802,0,57,3249,1,3,6,0
0,4.8675346,0,48,2304,1,0,0,0
1,6.6846118,1,25,625,1,6,6,0
0,5.9914646,1,61,3721,1,6,0,0
0,6.2146082,1,45,2025,1,6,0,0
0,,1,46,2116,1,0,9,0
0,5.9914646,1,47,2209,1,6,6,1
1,5.2983174,0,51,2601,1,6,0,1
0,6.1944056,0,64,4096,1,0,0,0
1,7.495542,0,52,2704,1,6,0,1
0,6.2146082,1,58,3364,1,0,0,0
0,6.1737862,1,53,2809,1,6,0,0
0,6.7912216,1,50,2500,1,0,0,0
0,6.49224,0,69,4761,1,3,0,1
0,6.2146082,1,40,1600,1,16,9,0
0,6.4583383,0,53,2809,1,0,0,1
1,7.1701198,0,53,2809,1,3,0,1
1,7.3460102,0,50,2500,1,12,12,1
1,6.9177055,0,34,1156,1,0,0,1
0,6.7878451,1,29,841,1,9,0,1
1,6.8023949,1,38,1444,1,0,0,1
0,5.2983174,1,53,2809,1,6,6,0
0,5.7037826,1,42,1764,1,6,6,0
0,5.0106354,0,40,1600,1,0,0,0
1,7.2442274,0,37,1369,1,9,0,1
1,6.6846118,0,35,1225,1,16,6,0
0,5.0106354,0,53,2809,1,6,6,0
0,,1,62,3844,0,0,0,0
0,6.6592941,1,49,2401,1,6,0,0
0,,1,31,961,1,6,0,0
0,,1,39,1521,1,0,0,1
0,6.3969297,0,40,1600,1,0,12,0
0,5.2983174,0,54,2916,1,,0,0
0,5.0106354,0,54,2916,1,,,0
0,4.7874918,0,49,2401,1,0,0,0
0,6.9077554,1,61,3721,1,0,0,0
0,5.0106354,1,46,2116,1,0,0,0
1,7.0030656,1,40,1600,1,12,6,1
0,5.7037826,1,38,1444,1,0,0,0
0,5.7365723,0,54,2916,1,0,0,0
0,5.2983174,0,33,1089,1,12,9,0
0,5.0106354,0,41,1681,1,0,0,0
0,,0,42,1764,0,0,0,1
