treat,lninc,gender,age,age2,hukou,fedu,medu,party
0,6.5510802,1,48,2304,1,0,0,0
0,6.7452364,0,57,3249,1,6,6,1
0,5.768321,0,41,1681,1,3,0,0
0,6.3835068,1,52,2704,1,0,0,0
0,6.2146082,0,25,625,1,0,9,0
0,6.0637851,1,44,1936,1,3,6,0
0,5.5606818,0,49,2401,1,0,0,0
0,6.5510802,0,40,1600,1,6,6,0
0,6.4068799,0,56,3136,1,3,0,0
0,6.9077554,0,24,576,1,9,9,0
1,5.7037826,1,20,400,1,12,9,0
0,6.3969297,1,60,3600,1,,0,0
0,6.363028,1,62,3844,1,3,0,0
0,6.9077554,1,47,2209,1,0,0,0
0,6.2146082,0,49,2401,1,0,0,0
1,6.2146082,0,61,3721,1,3,6,0
0,,0,19,361,1,9,12,0
0,,1,19,361,1,12,12,0
0,6.182085,1,48,2304,1,3,0,0
0,7.0030656,1,63,3969,1,3,0,1
0,6.6846118,0,35,1225,1,6,6,0
0,,0,58,3364,1,3,0,0
0,7.6009026,0,45,2025,1,9,9,0
1,,0,33,1089,1,9,9,0
0,5.7037826,1,51,2601,1,,0,0
0,6.7393365,1,53,2809,1,3,0,0
0,5.8861041,0,55,3025,1,12,6,0
0,7.2442274,0,47,2209,1,0,0,0
1,6.5220928,0,47,2209,1,16,16,1
1,6.3969297,0,59,3481,1,16,6,1
1,6.1092477,0,24,576,1,14,14,0
1,7.6009026,1,41,1681,1,6,6,1
0,6.5510802,1,41,1681,1,12,9,0
0,7.2654295,0,68,4624,1,,,1
0,5.9914646,0,41,1681,1,9,0,0
0,6.9077554,0,40,1600,1,6,0,0
0,6.2915692,1,54,2916,1,3,0,0
0,5.6698809,1,39,1521,1,3,0,0
0,6.6846118,1,20,400,1,6,9,0
0,6.363028,1,60,3600,1,0,0,0
0,4.6051702,0,44,1936,1,0,0,0
0,6.5510802,0,38,1444,1,3,0,0
0,5.7037826,1,40,1600,1,6,6,0
0,6.6846118,0,18,324,1,12,9,0
0,5.6698809,1,40,1600,1,0,0,0
0,6.2344108,1,54,2916,1,0,0,0
0,5.6347895,0,44,1936,1,14,6,0
0,,0,52,2704,1,0,0,0
0,,0,44,1936,1,3,0,0
1,6.6846118,0,45,2025,1,12,6,0
0,6.5510802,1,50,2500,1,12,6,0
0,6.7452364,1,51,2601,1,0,0,0
0,6.6846118,0,51,2601,1,0,0,0
0,,1,40,1600,1,6,6,0
0,6.4769726,0,67,4489,1,0,0,0
0,6.5510802,0,53,2809,1,6,0,0
0,5.9914646,1,52,2704,1,6,0,0
0,6.3099184,1,56,3136,1,0,0,0
0,,1,31,961,1,9,6,0
1,5.7037826,1,19,361,1,12,12,0
0,6.3099184,0,45,2025,1,3,3,0
0,6.3969297,0,46,2116,1,3,0,0
0,5.2983174,1,45,2025,1,0,0,0
0,7.3132205,0,39,1521,1,9,6,0
0,5.5012584,1,51,2601,1,9,0,0
1,7.3132205,0,25,625,1,9,12,0
0,5.768321,0,57,3249,1,6,6,0
0,,0,45,2025,1,6,6,0
0,6.6846118,0,52,2704,1,9,6,1
0,6.856462,0,40,1600,1,6,9,0
0,6.363028,1,62,3844,1,0,0,0
0,6.3171649,0,58,3364,1,0,0,0
0,6.1506028,1,52,2704,1,6,0,0
0,6.2146082,1,51,2601,1,0,0,0
0,5.0106354,1,69,4761,1,0,0,0
0,,1,49,2401,1,3,0,0
0,6.2146082,0,21,441,1,9,12,0
0,6.6846118,1,54,2916,1,3,0,0
0,6.0867748,0,52,2704,1,0,0,0
1,6.2146082,1,46,2116,1,9,0,0
0,6.1312265,0,60,3600,1,3,0,0
0,7.0030656,0,42,1764,1,0,6,0
0,8.5171928,0,41,1681,1,0,0,0
0,7.2442274,0,52,2704,1,0,0,0
0,6.3969297,0,67,4489,1,0,0,0
1,7.0900769,1,62,3844,1,6,0,0
0,6.9077554,0,52,2704,1,0,0,0
0,6.8023949,0,43,1849,1,0,0,0
0,6.4614682,1,68,4624,1,6,0,1
0,,0,30,900,1,6,0,0
0,6.3969297,1,35,1225,1,0,0,0
0,5.9914646,1,53,2809,1,0,0,0
1,,1,21,441,1,12,9,0
0,5.7037826,1,46,2116,1,3,0,0
0,,0,47,2209,1,0,0,0
0,6.8057227,0,53,2809,1,0,0,0
0,6.5510802,0,59,3481,1,0,0,0
0,,1,58,3364,1,3,0,0
1,,1,19,361,1,9,9,0
0,6.0161572,1,27,729,1,9,9,0
0,6.6846118,1,43,1849,1,0,0,0
0,6.1527328,0,53,2809,1,0,0,0
0,6.6846118,0,51,2601,1,6,0,0
0,,0,41,1681,1,0,0,0
0,,0,19,361,1,9,9,0
0,6.3969297,0,41,1681,1,3,0,0
0,6.363028,0,44,1936,1,0,0,0
0,6.6846118,0,62,3844,1,0,0,1
0,6.6846118,0,31,961,1,9,0,0
0,6.6846118,0,40,1600,1,6,6,0
0,5.7037826,1,28,784,1,12,0,0
0,5.857933,1,50,2500,1,9,0,0
0,6.3969297,1,41,1681,1,14,12,0
0,6.363028,1,56,3136,1,0,0,0
0,,1,61,3721,1,0,0,0
0,5.7620516,0,45,2025,1,6,6,0
0,6.5072775,0,66,4356,1,0,0,0
0,,1,65,4225,1,0,0,0
0,,1,32,1024,1,0,0,0
0,6.8023949,0,47,2209,1,0,0,0
0,6.2146082,0,40,1600,1,0,0,0
0,6.6846118,0,49,2401,1,6,0,0
0,6.6846118,0,56,3136,1,0,0,0
0,6.7684932,0,59,3481,1,0,0,0
0,5.7037826,0,26,676,1,6,0,0
0,6.5510802,0,46,2116,1,12,0,1
0,6.1092477,0,53,2809,1,0,0,0
0,6.5510802,0,48,2304,1,6,6,0
0,6.3969297,0,52,2704,1,0,0,0
0,6.4769726,0,25,625,1,6,9,0
0,,1,38,1444,1,0,6,0
0,,1,49,2401,1,6,0,0
0,6.3456364,1,63,3969,1,0,0,0
0,6.4769726,0,68,4624,1,0,0,0
0,6.84588,0,62,3844,1,3,0,1
0,6.8669333,0,52,2704,1,0,0,1
0,6.6846118,0,36,1296,1,14,14,0
0,,1,47,2209,1,6,0,0
0,,1,27,729,1,12,12,0
0,6.9077554,1,45,2025,1,0,0,0
0,6.2146082,0,49,2401,1,3,3,0
0,,0,50,2500,0,0,0,1
0,6.9077554,0,37,1369,1,6,0,0
0,6.8023949,0,29,841,1,9,6,0
0,6.4457197,0,54,2916,1,9,6,1
0,6.3969297,0,49,2401,1,6,0,0
0,6.7093043,0,47,2209,1,6,12,0
0,6.0402546,0,49,2401,1,6,0,0
0,5.7037826,1,51,2601,0,0,0,0
0,6.5510802,1,38,1444,1,3,0,0
0,,1,25,625,1,0,6,0
0,,1,48,2304,1,0,0,0
0,7.2442274,0,58,3364,1,9,6,1
0,6.5510802,0,53,2809,1,3,0,0
0,6.3969297,0,56,3136,1,3,0,0
0,7.6009026,0,57,3249,1,6,0,1
0,6.2105999,0,52,2704,1,0,0,0
0,6.0637851,0,31,961,1,6,6,0
0,6.4520488,0,54,2916,1,3,0,0
0,,0,40,1600,1,6,0,0
0,6.3969297,0,22,484,1,9,9,0
0,5.7037826,1,55,3025,1,3,0,0
0,6.5510802,1,19,361,1,9,6,0
0,6.5510802,1,31,961,1,6,9,0
0,6.9077554,0,21,441,1,9,9,0
0,6.6846118,0,45,2025,1,9,6,0
1,8.4118328,1,42,1764,1,12,16,1
0,,1,26,676,1,,6,0
0,7.3132205,0,36,1296,1,6,6,0
0,5.0106354,0,35,1225,0,6,6,0
1,6.9077554,0,29,841,1,6,6,0
0,6.0637851,1,48,2304,1,3,0,0
0,5.9401712,1,53,2809,1,0,0,0
0,6.5510802,0,59,3481,1,0,0,0
0,6.1092477,0,33,1089,1,0,0,1
0,,1,49,2401,0,,0,0
1,,1,38,1444,1,0,0,0
0,5.9914646,0,61,3721,1,,0,0
0,5.2983174,1,38,1444,1,6,0,0
0,7.0900769,0,28,784,0,6,6,0
0,7.377759,0,42,1764,1,9,0,1
1,6.9077554,0,38,1444,1,12,9,0
1,7.3132205,0,45,2025,1,3,0,0
0,,1,36,1296,1,12,6,0
0,6.3969297,0,27,729,1,12,9,0
0,6.5510802,1,43,1849,1,6,0,0
0,5.9914646,1,36,1296,1,6,6,0
0,,0,40,1600,1,0,0,0
1,7.0900769,0,35,1225,1,14,12,1
0,6.5510802,1,19,361,1,9,9,0
0,,1,69,4761,0,0,0,0
0,6.9077554,0,35,1225,1,9,9,0
0,,1,29,841,1,6,6,0
0,6.9157233,0,39,1521,1,9,6,0
1,6.7821922,0,44,1936,1,9,0,1
0,6.856462,0,44,1936,1,0,0,0
0,6.7452364,0,63,3969,,0,0,1
1,6.9077554,0,34,1156,1,12,12,1
1,8.1605186,0,26,676,1,14,12,
0,6.7452364,0,57,3249,1,0,0,1
0,6.7452364,1,39,1521,1,0,6,0
0,6.3099184,1,25,625,1,12,9,0
1,6.2146082,1,52,2704,1,6,6,1
0,6.7093043,1,70,4900,1,9,0,0
0,5.2983174,1,34,1156,1,9,6,0
0,5.521461,1,38,1444,0,12,0,0
0,5.1929569,1,35,1225,1,9,9,0
0,,1,39,1521,1,14,9,0
0,,1,49,2401,1,6,6,0
0,7.3132205,0,45,2025,1,6,0,1
0,6.9077554,0,49,2401,1,0,6,0
0,5.857933,0,31,961,1,6,9,0
0,6.9206715,0,40,1600,1,12,12,1
0,,0,21,441,0,9,6,
0,,1,43,1849,1,6,0,1
0,,1,37,1369,1,6,0,0
0,,1,34,1156,1,6,6,0
0,,0,58,3364,1,0,0,0
1,6.9077554,0,29,841,1,6,6,1
0,,1,23,529,0,6,12,0
0,7.6009026,1,32,1024,1,6,6,0
1,6.5510802,1,38,1444,1,12,12,1
0,6.1092477,1,35,1225,1,6,6,0
0,,0,42,1764,1,9,6,0
1,7.6009026,1,31,961,1,12,6,0
1,8.4763708,0,38,1444,1,14,12,1
1,8.1315308,0,43,1849,1,6,6,1
1,7.8240461,0,34,1156,1,12,12,0
1,8.0063677,0,44,1936,1,14,12,0
0,7.6009026,1,49,2401,1,14,14,0
0,7.3132205,1,35,1225,1,12,6,0
0,7.8632669,1,22,484,1,12,9,0
0,,0,27,729,1,6,6,0
0,7.495542,0,23,529,1,12,9,0
1,8.0709057,1,24,576,1,9,6,0
0,8.1605186,1,45,2025,1,0,0,0
1,5.2983174,0,22,484,1,9,6,1
0,7.0900769,1,46,2116,1,9,6,0
0,8.6995144,1,31,961,0,12,6,0
1,7.6009026,1,58,3364,1,12,9,
0,6.5510802,0,51,2601,1,0,0,0
1,,0,23,529,1,12,9,0
1,8.1605186,0,30,900,0,12,12,0
0,6.2146082,0,25,625,0,9,6,0
1,,1,20,400,1,16,16,1
1,,0,31,961,1,9,6,0
1,,1,32,1024,1,12,6,0
1,,1,35,1225,1,6,0,0
1,,0,30,900,1,9,6,0
0,,1,33,1089,1,9,9,0
0,7.6009026,1,30,900,1,9,6,0
0,,0,59,3481,1,6,0,1
0,6.5510802,0,24,576,1,12,19,0
0,7.0900769,0,46,2116,1,6,0,0
0,7.495542,1,32,1024,0,0,0,
1,7.9373746,1,30,900,1,12,6,0
0,7.3132205,0,26,676,1,9,9,0
1,7.3132205,1,27,729,1,12,12,0
0,7.3524413,0,25,625,1,12,12,0
0,6.9077554,0,30,900,0,6,0,0
0,7.6009026,1,29,841,0,9,9,0
1,,1,24,576,1,14,9,
0,7.0900769,1,37,1369,0,9,9,0
1,9.9034872,1,22,484,1,12,9,0
0,7.6009026,0,38,1444,0,6,6,
0,,1,41,1681,1,9,6,
0,,1,27,729,0,12,6,0
0,,0,62,3844,1,0,0,
0,6.8023949,0,29,841,1,16,9,0
0,,1,45,2025,1,6,0,0
0,,0,35,1225,1,9,6,0
1,,0,25,625,1,9,9,
0,7.0900769,0,33,1089,0,6,6,0
0,6.6846118,0,22,484,0,6,0,0
1,7.3132205,1,24,576,1,12,9,0
1,8.2940493,1,30,900,1,12,6,0
1,,0,24,576,1,12,9,1
0,,0,56,3136,1,3,0,1
1,,1,26,676,0,9,6,0
1,8.5171928,0,23,529,1,12,12,0
0,,1,46,2116,1,6,0,0
1,,1,20,400,1,16,12,0
0,8.2940493,0,32,1024,1,12,6,0
0,,1,19,361,0,9,6,0
1,,0,21,441,1,14,14,0
0,,0,62,3844,1,9,0,0
1,8.0063677,0,27,729,1,12,6,0
1,,0,45,2025,1,12,6,0
1,,0,22,484,1,12,9,0
0,7.6009026,1,52,2704,0,0,0,0
0,6.5510802,0,23,529,0,6,0,0
0,6.3969297,0,22,484,0,6,6,0
0,8.5171928,0,40,1600,0,9,0,0
0,,0,52,2704,0,0,0,0
0,,0,45,2025,1,9,6,1
1,,0,25,625,1,9,0,0
0,,1,23,529,1,9,6,0
0,7.6009026,1,26,676,1,9,9,0
0,,1,25,625,1,14,12,0
1,8.0063677,0,30,900,1,6,0,0
0,7.0900769,1,49,2401,1,9,0,1
0,6.3969297,1,50,2500,1,6,0,0
1,7.3132205,0,65,4225,1,6,6,1
0,,0,51,2601,1,0,0,0
0,,0,18,324,1,14,14,0
0,6.6720328,1,63,3969,1,6,6,0
0,7.4383836,0,61,3721,1,0,0,1
0,,0,45,2025,1,16,12,0
0,,1,40,1600,1,9,6,0
0,,1,47,2209,1,6,16,0
0,,1,39,1521,1,6,6,0
0,7.130899,1,44,1936,1,9,6,0
0,7.6009026,1,49,2401,1,6,6,1
0,6.6846118,0,44,1936,1,9,9,0
0,6.8243737,1,53,2809,1,9,6,0
1,,0,19,361,1,9,9,0
1,,0,26,676,1,9,9,0
0,6.6200733,1,62,3844,1,,,0
0,7.0030656,1,50,2500,1,12,12,0
0,6.6846118,1,70,4900,1,6,0,1
0,7.3132205,1,54,2916,1,6,0,1
1,8.0063677,0,52,2704,1,6,6,0
0,6.2344108,0,53,2809,1,6,0,0
1,7.3132205,0,25,625,1,16,6,0
0,,0,41,1681,1,6,0,0
0,6.3969297,1,42,1764,1,6,0,0
0,,1,41,1681,1,6,6,0
1,,0,41,1681,1,9,9,0
0,6.5510802,1,67,4489,1,,,0
0,6.8134446,1,60,3600,1,6,3,0
0,,1,57,3249,1,6,0,0
0,6.7068624,1,59,3481,1,0,0,0
0,,1,43,1849,1,6,0,0
0,,0,47,2209,1,6,0,0
0,,0,39,1521,1,9,0,0
0,,0,52,2704,1,0,0,0
0,7.0900769,0,40,1600,1,9,6,0
1,6.7214255,1,31,961,1,12,9,0
0,7.1701198,0,59,3481,1,3,0,1
1,6.9077554,0,38,1444,1,,9,0
0,6.4769726,0,68,4624,1,,,1
1,6.7452364,1,28,784,1,6,6,0
0,,1,44,1936,1,9,9,0
0,6.2146082,1,28,784,1,9,6,0
0,,0,55,3025,1,14,6,0
0,,1,53,2809,1,16,0,0
0,6.1737862,0,41,1681,1,0,0,0
0,,1,39,1521,1,6,6,0
0,7.0900769,1,46,2116,1,0,0,0
0,,1,45,2025,1,6,6,0
0,6.779922,1,64,4096,1,,,0
0,6.5510802,0,25,625,1,9,9,0
0,6.6200733,1,58,3364,1,6,9,0
0,6.3969297,1,36,1296,1,6,6,0
0,,1,38,1444,1,6,6,0
0,6.3969297,1,40,1600,1,6,0,0
0,7.4383836,0,60,3600,1,0,0,0
1,7.5496092,0,59,3481,1,12,12,0
0,6.8023949,0,54,2916,1,6,6,1
0,,1,30,900,1,9,9,0
0,5.2983174,1,49,2401,1,6,6,0
0,5.7037826,1,51,2601,1,0,0,0
0,,1,40,1600,1,12,12,0
0,,1,46,2116,1,9,6,0
0,7.8240461,0,69,4761,1,0,0,1
0,,0,42,1764,1,0,0,0
1,,0,50,2500,1,6,6,1
0,6.6333184,1,69,4761,1,6,6,1
1,6.5510802,0,23,529,1,9,9,0
0,6.6846118,0,56,3136,1,0,0,0
0,6.3969297,1,28,784,1,3,0,0
0,,1,35,1225,1,6,6,0
1,,0,20,400,1,12,12,0
1,7.495542,0,62,3844,1,12,6,0
0,6.6846118,1,68,4624,1,,,1
0,,0,42,1764,1,12,9,0
0,6.5930448,1,58,3364,1,6,0,0
0,6.7214255,0,69,4761,1,6,0,0
0,6.1312265,1,48,2304,1,6,0,0
0,7.6009026,1,64,4096,1,12,6,1
0,6.9077554,1,53,2809,1,9,6,0
0,,1,18,324,1,12,12,0
0,6.1092477,1,43,1849,1,0,0,0
0,5.7037826,1,68,4624,1,0,0,0
0,7.3132205,0,39,1521,1,9,6,0
0,,0,60,3600,,,,0
0,,1,64,4096,0,0,0,0
0,,1,45,2025,0,9,0,0
0,6.1092477,0,59,3481,1,3,3,1
0,6.2146082,1,18,324,1,9,6,
0,,0,21,441,1,6,6,0
0,6.2146082,0,33,1089,1,6,0,
0,,0,51,2601,0,,6,0
0,6.6846118,0,42,1764,1,12,9,0
0,,0,40,1600,1,6,0,0
0,7.8240461,0,37,1369,0,6,6,
0,,1,56,3136,1,,,0
0,5.9914646,1,48,2304,0,6,0,0
0,6.1092477,1,49,2401,0,6,0,1
0,6.9077554,0,43,1849,0,0,0,0
0,,1,67,4489,0,0,0,0
1,4.6051702,0,35,1225,0,6,12,0
0,6.8023949,0,34,1156,0,6,6,1
0,,1,48,2304,0,,,
0,5.521461,1,36,1296,0,0,0,0
0,,1,41,1681,0,6,0,0
0,6.9077554,1,39,1521,0,,,0
0,,0,53,2809,0,0,0,0
0,,0,33,1089,0,6,6,0
0,,1,41,1681,1,6,0,0
0,6.5510802,0,47,2209,1,3,0,0
0,,1,59,3481,0,,0,0
0,5.521461,1,39,1521,0,6,0,0
0,,1,18,324,0,6,6,
0,,0,68,4624,1,,,0
0,,0,19,361,0,12,6,
0,6.1092477,0,21,441,1,12,6,0
0,6.1092477,1,21,441,1,6,9,0
0,,1,54,2916,0,0,0,0
0,6.2146082,0,39,1521,0,6,0,0
0,,1,24,576,0,9,6,0
0,,1,29,841,0,16,6,
0,6.2146082,0,32,1024,1,9,6,0
1,7.0030656,0,29,841,1,9,9,0
0,6.1092477,0,53,2809,1,6,0,0
0,7.0900769,0,32,1024,1,9,6,0
0,,1,50,2500,1,6,0,0
0,,1,26,676,1,12,6,0
0,,1,45,2025,1,12,12,0
0,5.521461,0,55,3025,1,,6,0
0,6.2146082,0,39,1521,1,,,0
1,6.9077554,0,32,1024,1,12,6,1
0,5.9401712,1,65,4225,1,6,0,0
0,,1,33,1089,0,14,9,0
0,4.6051702,1,53,2809,0,,0,
0,,1,46,2116,1,,,0
0,,1,35,1225,1,6,6,0
1,6.9077554,0,40,1600,1,6,6,1
0,6.3969297,0,38,1444,1,9,6,0
1,5.7037826,0,38,1444,1,6,6,0
0,,1,55,3025,0,,0,0
0,5.9914646,1,38,1444,0,0,0,0
0,6.9077554,0,47,2209,1,6,0,0
0,7.6009026,1,28,784,0,6,6,
0,7.6009026,0,51,2601,1,12,12,0
0,6.5510802,0,66,4356,1,0,0,1
0,6.253829,1,59,3481,1,,0,0
0,6.6846118,1,45,2025,1,6,6,0
0,,1,32,1024,1,,9,0
0,,1,47,2209,0,6,6,0
1,7.6009026,1,22,484,1,12,14,0
0,6.3456364,0,54,2916,1,6,0,0
0,6.3456364,1,54,2916,1,6,6,0
0,6.6846118,1,49,2401,1,0,0,0
0,6.9077554,0,60,3600,1,3,0,1
0,6.9077554,0,68,4624,1,,0,1
0,7.6009026,1,30,900,0,6,6,0
0,6.6846118,1,24,576,0,6,0,0
0,6.2146082,0,67,4489,1,,,0
1,6.9077554,0,22,484,1,9,9,0
0,,1,39,1521,1,6,6,0
1,,1,31,961,1,12,9,0
0,6.2146082,1,77,5929,1,16,0,0
0,7.3132205,1,22,484,1,6,6,0
0,6.3969297,0,66,4356,1,,,0
0,6.363028,1,63,3969,1,9,6,1
0,6.6846118,0,20,400,1,9,9,0
1,9.2103405,0,29,841,1,6,6,1
0,6.3969297,1,67,4489,1,3,0,0
0,7.9373746,1,50,2500,,6,6,0
1,8.4118328,0,40,1600,1,9,9,1
0,,1,32,1024,0,9,6,0
0,6.2146082,1,68,4624,1,,0,0
0,,1,27,729,0,,6,0
0,5.9914646,0,42,1764,1,6,6,0
1,,0,21,441,1,12,9,0
0,8.4118328,0,58,3364,1,6,6,
0,6.2146082,1,54,2916,1,6,6,0
0,,1,45,2025,1,6,0,0
0,6.2146082,1,49,2401,1,9,6,0
0,,1,45,2025,1,0,9,0
0,6.5510802,1,55,3025,1,9,6,0
0,6.3969297,1,18,324,1,,6,0
0,,1,39,1521,0,6,6,
0,,1,60,3600,1,6,6,0
0,6.2146082,1,38,1444,1,6,6,0
0,6.8023949,0,58,3364,1,0,0,0
0,,1,67,4489,1,6,6,0
0,7.0900769,0,38,1444,1,6,0,0
0,7.6009026,0,59,3481,1,6,9,1
0,7.6009026,1,25,625,1,6,6,0
0,7.3132205,0,37,1369,1,6,6,0
0,6.9077554,0,55,3025,1,6,6,0
0,5.7037826,1,37,1369,1,6,6,0
0,,0,51,2601,1,0,0,0
0,6.6846118,0,25,625,1,6,0,0
0,,1,47,2209,1,6,6,0
0,,1,18,324,1,9,6,0
0,,1,30,900,1,6,6,0
1,7.3132205,0,35,1225,1,12,6,0
0,6.9077554,0,62,3844,1,,,1
0,,1,18,324,0,6,0,0
0,7.3132205,0,50,2500,1,9,6,0
0,6.2146082,0,33,1089,1,9,6,0
0,,1,60,3600,1,0,0,0
0,7.6009026,0,48,2304,,,,0
0,8.0063677,0,63,3969,1,9,0,
0,,1,50,2500,1,0,0,0
0,5.2983174,0,55,3025,1,0,0,
0,,1,36,1296,1,,,0
0,,1,63,3969,1,,,0
0,,1,55,3025,0,0,0,0
0,,1,51,2601,1,6,6,0
0,6.9077554,0,60,3600,1,9,6,
0,,1,17,289,1,9,9,
0,,1,23,529,1,9,6,0
0,6.2146082,0,51,2601,1,6,0,
0,6.9077554,0,24,576,1,6,6,
1,,0,45,2025,1,9,0,
0,,1,31,961,1,12,6,0
0,,1,49,2401,1,6,6,0
0,7.0900769,0,45,2025,1,14,6,1
0,6.5510802,1,28,784,0,9,0,0
0,6.8023949,0,67,4489,1,0,0,1
0,6.6846118,1,38,1444,1,9,9,0
0,5.7037826,1,50,2500,1,0,0,0
0,6.9265771,1,56,3136,1,6,0,1
0,7.6009026,1,35,1225,1,9,9,0
0,6.2146082,0,51,2601,1,0,0,0
0,6.4769726,1,44,1936,1,6,0,0
0,7.0030656,0,50,2500,1,9,6,0
1,7.3132205,0,30,900,1,12,6,1
0,5.3936276,1,46,2116,1,6,0,0
0,6.3969297,1,53,2809,1,16,16,0
0,6.3099184,1,42,1764,1,6,0,0
1,7.6009026,0,64,4096,1,3,0,1
0,6.7452364,0,66,4356,1,,0,1
0,6.4297194,1,50,2500,1,0,0,0
0,6.2146082,1,41,1681,1,9,0,1
0,6.5161929,0,62,3844,1,0,0,0
0,6.9077554,0,29,841,1,6,0,0
1,,1,20,400,1,12,9,0
0,6.4488893,1,54,2916,1,0,0,0
0,6.4614682,1,60,3600,1,3,0,0
0,7.1701198,1,67,4489,1,0,0,1
0,6.6846118,0,35,1225,1,0,6,0
0,6.6846118,0,46,2116,1,6,0,0
1,6.9077554,0,38,1444,1,12,9,1
0,6.3969297,0,41,1681,1,0,0,0
0,6.5510802,1,34,1156,1,,3,0
1,8.4118328,1,34,1156,1,0,0,0
1,7.6009026,1,31,961,1,12,12,1
0,6.3969297,1,36,1296,1,9,,0
0,6.5510802,0,55,3025,1,9,6,0
1,8.4338112,0,56,3136,1,3,0,0
0,,0,46,2116,1,0,0,0
0,,0,24,576,1,14,9,0
0,6.3969297,1,43,1849,1,0,0,0
0,7.6009026,0,30,900,1,16,16,0
0,6.6200733,1,31,961,1,6,12,0
0,7.8240461,0,57,3249,1,9,9,1
0,6.7511015,0,61,3721,1,6,0,1
0,6.2146082,0,41,1681,1,6,6,0
1,7.495542,1,32,1024,1,9,9,0
0,,1,36,1296,1,6,0,0
0,6.4997869,1,20,400,1,9,9,0
0,5.3936276,1,44,1936,1,9,0,0
1,8.1605186,0,66,4356,1,6,0,1
0,5.3936276,1,34,1156,1,,0,0
0,7.0030656,1,54,2916,1,6,0,0
0,6.9077554,1,31,961,0,6,6,0
0,6.5510802,1,39,1521,1,6,6,0
0,6.7546039,1,44,1936,1,0,0,0
0,6.5510802,0,68,4624,1,3,0,0
0,8.5171928,0,34,1156,1,6,6,0
0,6.6200733,0,43,1849,1,6,0,0
0,6.5072775,1,52,2704,1,0,0,0
0,5.9914646,1,54,2916,1,3,0,0
0,6.9077554,1,28,784,1,12,9,0
0,6.9077554,1,41,1681,1,9,9,0
0,6.6846118,1,18,324,0,9,9,0
0,6.5439119,0,64,4096,1,9,9,1
0,6.9874902,0,46,2116,1,0,0,1
1,6.9077554,0,23,529,1,9,9,0
0,7.7832241,0,62,3844,1,6,0,1
1,6.9077554,0,22,484,1,14,12,0
1,7.6009026,1,42,1764,1,12,9,0
0,,1,21,441,1,12,12,0
0,7.0030656,0,61,3721,1,3,0,0
0,6.2146082,0,55,3025,0,12,6,1
0,6.6066504,0,53,2809,1,0,0,0
0,3.9120231,0,49,2401,1,0,0,0
1,,0,69,4761,1,6,0,0
0,5.9914646,1,29,841,1,16,9,0
0,,1,49,2401,1,6,6,1
0,,1,65,4225,1,6,0,0
0,,1,35,1225,1,9,6,0
1,8.0063677,0,34,1156,0,6,6,0
1,8.2940493,0,40,1600,1,3,3,0
0,6.6846118,0,21,441,0,6,6,0
1,6.9077554,0,48,2304,1,6,6,0
1,6.6093493,1,65,4225,1,6,0,0
0,4.6051702,1,42,1764,1,0,0,0
0,,1,36,1296,1,6,6,0
0,6.9077554,0,58,3364,1,16,9,0
0,6.856462,0,65,4225,1,0,0,0
0,6.3969297,1,58,3364,1,6,6,0
0,6.3279366,1,65,4225,1,9,0,1
0,,1,42,1764,1,9,0,0
0,6.5510802,1,66,4356,1,0,0,0
1,7.2442274,0,53,2809,1,16,16,0
1,7.6496925,0,63,3969,1,9,0,0
0,,0,53,2809,1,6,9,0
1,7.3132205,0,41,1681,1,9,0,1
0,6.5510802,1,29,841,1,12,9,0
0,5.7170277,1,49,2401,1,6,0,1
0,6.505784,1,63,3969,1,9,0,0
0,6.7452364,0,56,3136,1,6,6,1
0,7.4383836,0,31,961,1,6,6,0
0,5.8861041,0,54,2916,1,12,0,0
0,6.6846118,1,56,3136,1,9,6,0
0,6.4645882,1,52,2704,1,6,6,0
0,3.9120231,1,44,1936,1,0,0,0
0,6.6846118,1,36,1296,1,9,9,0
1,7.8240461,0,52,2704,1,3,9,1
0,6.7214255,0,68,4624,1,0,0,1
0,7.2442274,1,46,2116,1,12,0,0
0,7.0900769,1,50,2500,1,0,0,0
0,6.2146082,1,45,2025,1,3,0,0
1,7.3132205,1,34,1156,1,16,6,1
0,6.3969297,1,38,1444,1,9,6,0
0,6.3969297,0,59,3481,1,3,0,1
1,8.0063677,0,57,3249,1,3,6,1
0,6.3099184,0,49,2401,1,12,6,0
0,6.5792513,1,51,2601,1,3,3,0
1,7.6009026,1,62,3844,1,0,0,1
0,6.5482192,1,67,4489,1,3,3,0
0,5.9914646,0,46,2116,1,9,0,0
0,5.480639,0,28,784,1,6,6,0
0,7.0030656,0,48,2304,1,0,0,0
0,5.9914646,0,36,1296,1,0,0,0
0,6.9077554,1,47,2209,1,0,0,0
0,6.6066504,1,54,2916,1,0,0,0
1,6.9077554,0,21,441,1,9,9,0
0,5.1357985,1,40,1600,1,0,0,0
0,6.3969297,0,40,1600,1,6,0,0
0,6.5510802,0,61,3721,1,3,3,0
1,7.8240461,0,31,961,1,16,16,0
0,6.6846118,1,44,1936,1,0,0,0
0,6.2146082,1,42,1764,1,3,0,0
1,8.5171928,0,34,1156,1,9,9,0
1,,1,23,529,1,12,12,0
0,6.2915692,0,51,2601,1,6,0,0
0,,0,43,1849,1,0,0,0
0,6.1092477,0,49,2401,1,0,0,1
0,6.9077554,0,31,961,1,14,6,0
1,7.6009026,1,37,1369,1,16,12,1
